director_name,duration,actor_1_name,actor_2_name,actor_3_name,budget,imdb_score,movie_title,genres,gross
Wes Craven,100,John Witherspoon,W. Earl Brown,Allen Payne,20000000,4.5,Vampire in Brooklyn,Comedy|Fantasy|Horror|Romance,19900000
John Boorman,118,Linda Blair,Richard Burton,Ned Beatty,14000000,3.7,Exorcist II: The Heretic,Horror,
Courtney Solomon,91,Sissy Spacek,James D'Arcy,Vernon Dobtcheff,14000000,5,An American Haunting,Horror|Mystery|Thriller,16298046
David Zucker,90,Carmen Electra,Tyler Labine,Molly Shannon,14000000,4.6,My Boss's Daughter,Comedy|Romance,15549702
David Twohy,108,Chris Hemsworth,Milla Jovovich,Marley Shelton,14000000,6.5,A Perfect Getaway,Adventure|Mystery|Thriller,15483540
Rick Famuyiwa,103,America Ferrera,Lance Gross,Lupe Ontiveros,14000000,4.9,Our Family Wedding,Comedy|Romance,20246959
Alan Cohn,96,Alyson Hannigan,Linda Cardellini,Poppy Montgomery,14000000,6,Dead Man on Campus,Comedy,15062898
Franco Zeffirelli,117,Lily Tomlin,Joan Plowright,Paolo Seganti,12000000,6.9,Tea with Mussolini,Comedy|Drama|War,14348123
Tom Holland,93,Joe Mantegna,Bethany Joy Lenz,Kari Wuhrer,8500000,5.7,Thinner,Fantasy|Horror,15171475
Martin Scorsese,136,Robert De Niro,Liza Minnelli,Mary Kay Place,14000000,6.7,"New York, New York",Drama|Music|Musical|Romance,
Spike Lee,115,Alfre Woodard,Delroy Lindo,Isaiah Washington,14000000,6.9,Crooklyn,Comedy|Drama,13640000
Chris Rock,94,Steve Buscemi,Eliza Coupe,Wendell Pierce,,5.5,I Think I Love My Wife,Comedy|Drama|Romance,12550242
James Isaac,85,Peter Mensah,Kane Hodder,Lexa Doig,11000000,4.4,Jason X,Action|Horror|Sci-Fi|Thriller,12610731
Shawn Levy,88,Frankie Muniz,Donald Faison,Lee Majors,15000000,5.4,Big Fat Liar,Adventure|Comedy|Family,47811275
Emilio Estevez,112,Anthony Hopkins,Nick Cannon,Brian Geraghty,14000000,7,Bobby,Drama|History,11204499
Mark Waters,86,Monica Potter,Ivana Milicevic,China Chow,14000000,5.4,Head Over Heels,Comedy|Mystery|Romance,10397365
Josh Schwartz,86,Thomas McDonell,Jackson Nicoll,Osric Chau,14000000,5.4,Fun Size,Adventure|Comedy,9402410
Julian Schnabel,112,Emmanuelle Seigner,Mathieu Amalric,Isaach De Bankolé,,8,The Diving Bell and the Butterfly,Biography|Drama,5990075
Todd Field,137,Kate Winslet,Noah Emmerich,Jane Adams,26000000,7.6,Little Children,Drama|Romance,5459824
Davis Guggenheim,90,Norman Reedus,Sharon Lawrence,Noam Jenkins,24000000,5.9,Gossip,Drama|Mystery|Thriller,5108820
Tony Goldwyn,107,Viggo Mortensen,Julie Kavner,Tovah Feldshuh,14000000,6.6,A Walk on the Moon,Drama,4741987
Phillip Noyce,98,Derek Luke,Terry Pheto,Bonnie Henna,14000000,6.7,Catch a Fire,Biography|Drama|History,4291965
Stephen Carpenter,84,Melissa Sagemiller,Angela Featherstone,Candace Kroslak,14000000,3.9,Soul Survivors,Drama|Horror|Mystery|Thriller,3100650
James Ivory,139,Seth Gilliam,Todd Boyce,Nigel Whitmey,14000000,5.7,Jefferson in Paris,Biography|Drama|History|Romance,2474000
Stephan Elliott,97,Colin Firth,Kristin Scott Thomas,Kris Marshall,,6.7,Easy Virtue,Comedy|Romance,2656324
James Fargo,127,Christopher Lee,Joseph Cotten,Behrouz Vossoughi,14000000,6.5,Caravans,Action|Adventure|History,1000000
Mike Leigh,150,Lesley Manville,Ruth Sheen,Karl Johnson,8200000,6.8,Mr. Turner,Biography|Drama|History,3958500
Alain Resnais,104,Mathieu Amalric,Sara Forestier,Edouard Baer,,6.3,Wild Grass,Drama|Romance,403649
Costa-Gavras,132,Sebastian Koch,Mathieu Kassovitz,Ulrich Mühe,103000000,7.3,Amen.,Biography|Crime|Drama|War,274299
Chao-Bin Su,117,Woo-sung Jung,Shawn Yue,Kelly Lin,12000000,6.9,Reign of Assassins,Action,
Neil Burger,115,John Heard,Katherine LaNasa,Mark L. Young,15000000,7,The Lucky Ones,Comedy|Drama|War,183088
Kenneth Lonergan,186,Matt Damon,Kieran Culkin,John Gallagher Jr.,14000000,6.5,Margaret,Drama,46495
Bo Zenga,90,Steve Howey,Kenan Thompson,Diora Baird,,3.6,Stan Helsing,Comedy|Horror,
Rob Reiner,90,Madeline Carroll,Rebecca De Mornay,Aidan Quinn,14000000,7.7,Flipped,Comedy|Drama|Romance,1752214
Ang Lee,134,Jake Gyllenhaal,Heath Ledger,Anne Hathaway,14000000,7.7,Brokeback Mountain,Drama|Romance,83025853
Jonathan Liebesman,101,Noel Fisher,Danny Woodburn,Jeremy Howard,125000000,5.9,Teenage Mutant Ninja Turtles,Action|Adventure|Comedy|Sci-Fi,190871240
Amy Heckerling,97,Donald Faison,Dan Hedaya,Elisa Donovan,12000000,6.8,Clueless,Comedy|Romance,56631572
Todd Haynes,107,Dennis Quaid,Celia Weston,Michael Gaston,13500000,7.4,Far from Heaven,Drama|Romance,15854988
Steve Pink,99,Adam Scott,Gillian Jacobs,Collette Wolfe,14000000,5.1,Hot Tub Time Machine 2,Comedy|Sci-Fi,12282677
,55,Krystyna Janda,Olaf Lubaszenko,Olgierd Lukaszewicz,,9.1,Dekalog,Drama,447093
Philip Kaufman,124,Kate Winslet,Stephen Marcus,Amelia Warner,13500000,7.4,Quills,Biography|Drama,7060876
Martin McDonagh,110,Abbie Cornish,Gabourey Sidibe,Michael Stuhlbarg,15000000,7.2,Seven Psychopaths,Comedy|Crime,14989761
Kasi Lemmons,105,Colm Feore,Tamara Tunie,Aunjanue Ellis,,6,The Caveman's Valentine,Crime|Drama|Music|Mystery|Thriller,687081
,41,Jacek Koman,Marian Dziedziel,Jaroslaw Boberek,,7.4,The Border,Action|Crime|Drama|Thriller,
Oliver Hirschbiegel,178,Thomas Kretschmann,Bruno Ganz,Alexandra Maria Lara,13500000,8.3,Downfall,Biography|Drama|History|War,5501940
Alejandro Amenábar,125,Belén Rueda,Lola Dueñas,Tamar Novas,10000000,8.1,The Sea Inside,Biography|Drama|Romance,2086345
Jonathan Glazer,108,Scarlett Johansson,Paul Brannigan,Alison Chand,,6.3,Under the Skin,Drama|Horror|Sci-Fi|Thriller,2605039
Barry Levinson,121,Robin Williams,J.T. Walsh,Bruno Kirby,13000000,7.3,"Good Morning, Vietnam",Biography|Comedy|Drama|War,123922370
Hyung-rae Shim,100,Jason Mewes,Stephanie Danielson,Michael Rispoli,13400000,3.6,The Last Godfather,Comedy,163591
Jon M. Chu,115,Usher Raymond,Sean Kingston,Boys II Men,13000000,1.6,Justin Bieber: Never Say Never,Documentary|Music,73000942
Darren Aronofsky,108,Natalie Portman,Mila Kunis,Mark Margolis,13000000,8,Black Swan,Drama|Thriller,106952327
José Padilha,117,Gary Oldman,Abbie Cornish,Jennifer Ehle,100000000,6.2,RoboCop,Action|Crime|Sci-Fi|Thriller,58607007
Francis Ford Coppola,220,Robert De Niro,Al Pacino,Robert Duvall,13000000,9,The Godfather: Part II,Crime|Drama,57300000
Thomas Carter,112,Sean Patrick Thomas,Terry Kinney,Fredro Starr,13000000,6.1,Save the Last Dance,Drama|Music|Romance,91038276
Renny Harlin,99,Tuesday Knight,Rodney Eastman,Brooke Bundy,7000000,5.7,A Nightmare on Elm Street 4: The Dream Master,Fantasy|Horror|Thriller,49369900
Patricia Riggen,109,Jennifer Garner,Brighton Sharbino,Martin Henderson,13000000,6.8,Miracles from Heaven,Drama,61693523
Danny Leiner,83,Jennifer Garner,Mary Lynn Rajskub,Marla Sokoloff,13000000,5.5,"Dude, Where's My Car?",Comedy|Mystery,46729374
Christopher Cain,107,Jack Palance,Patrick Wayne,Brian Keith,13000000,6.8,Young Guns,Action|Crime|Drama|Thriller|Western,44726644
Theodore Melfi,102,Bill Murray,Naomi Watts,Reg E. Cathey,13000000,7.3,St. Vincent,Comedy|Drama,44134898
Steve Pink,100,Joe Lo Truglio,Regina Hall,Bryan Callen,12500000,6.1,About Last Night,Comedy|Romance,48637684
Gil Junger,97,Joseph Gordon-Levitt,Heath Ledger,Andrew Keegan,16000000,7.2,10 Things I Hate About You,Comedy|Drama|Romance,38176108
Ed Decter,92,Zooey Deschanel,Eddie Griffin,Gene Simmons,13000000,5.9,The New Guy,Comedy,28972187
Gene Quintano,84,Jon Lovitz,Lin Shaye,Bill Nunn,8200000,6.1,Loaded Weapon 1,Action|Comedy|Crime,27979400
Jaume Collet-Serra,86,Óscar Jaenada,Brett Cullen,Sedona Legge,17000000,6.8,The Shallows,Drama|Horror|Thriller,54257433
Eric Bress,120,Logan Lerman,Eric Stoltz,Cameron Bright,13000000,7.7,The Butterfly Effect,Sci-Fi|Thriller,23947
Chris Koch,89,Chris Elliott,Mark Webber,Jean Smart,13000000,4.9,Snow Day,Adventure|Comedy|Family,60008303
Preston A. Whitmore II,117,Mekhi Phifer,Chris Brown,Loretta Devine,13000000,6.1,This Christmas,Comedy|Drama|Romance,49121934
Bob Clark,97,Kathleen Turner,Dom DeLuise,Ruby Dee,18000000,2.5,Baby Geniuses,Comedy|Crime|Family|Sci-Fi,27141959
Kirk Wong,91,Bokeem Woodbine,Elliott Gould,Antonio Sabato Jr.,13000000,6.1,The Big Hit,Action|Comedy|Crime|Thriller,27052167
Bronwen Hughes,100,Gregory Smith,Eartha Kitt,Charlotte Sullivan,13000000,5.9,Harriet the Spy,Comedy|Drama|Family,26539321
John Lafia,72,Jenny Agutter,Beth Grant,Greg Germann,13000000,5.7,Child's Play 2,Fantasy|Horror,28501605
Sam Miller,84,Leslie Bibb,Kate del Castillo,Henry Simmons,13200000,5.6,No Good Deed,Crime|Thriller,52543632
Frank Darabont,126,Toby Jones,Alexa Davalos,Jeffrey DeMunn,18000000,7.2,The Mist,Horror,25592632
Alex Garland,108,Elina Alminas,Sonoya Mizuno,Corey Johnson,15000000,7.7,Ex Machina,Drama|Mystery|Sci-Fi|Thriller,25440971
Spike Jonze,112,Willie Garson,Orson Bean,Mary Kay Place,13000000,7.8,Being John Malkovich,Comedy|Drama|Fantasy,22858926
Mark Brown,90,Mo'Nique,Vivica A. Fox,Tamala Jones,6000000,6.1,Two Can Play That Game,Comedy|Romance,22235901
Dave Green,91,Teo Halm,Ella Wahlestedt,Jason Gray-Stanford,13000000,5.8,Earth to Echo,Adventure|Family|Sci-Fi,38916903
John Stockwell,135,Kirsten Dunst,Jay Hernandez,Rolando Molina,14000000,6.5,Crazy/Beautiful,Drama|Romance,16929123
Clint Eastwood,141,Yuki Matsuzaki,Kazunari Ninomiya,Shidô Nakamura,19000000,7.9,Letters from Iwo Jima,Drama|History|War,13753931
Michael Polish,104,J.K. Simmons,Virginia Madsen,Bruce Dern,13000000,6.3,The Astronaut Farmer,Adventure|Drama|Sci-Fi,10996440
Daisy von Scherler Mayer,84,LL Cool J,Jada Pinkett Smith,Dave Chappelle,13000000,3.8,Woo,Comedy|Romance,8026971
Lenny Abrahamson,118,Joan Allen,Jacob Tremblay,Cas Anvar,13000000,8.3,Room,Drama,14677654
Bob Saget,82,Don Rickles,Jack Warden,Traylor Howard,13000000,6.4,Dirty Work,Comedy,9975684
John Waters,95,Kathleen Turner,Sam Waterston,Traci Lords,13000000,6.7,Serial Mom,Comedy|Crime|Thriller,7881335
Andrew Fleming,94,Ryan Reynolds,Will Ferrell,Kirsten Dunst,13000000,6.1,Dick,Comedy,6241697
Niels Arden Oplev,88,Michael Nyqvist,David Dencik,Lena Endre,,8.1,Del 1 - Män som hatar kvinnor,Action|Crime|Mystery|Thriller,
Craig Bolotin,99,Rosario Dawson,Vanessa Williams,Robert Ri'chard,13000000,6,Light It Up,Drama|Thriller,5871603
Mark Christopher,121,Salma Hayek,Ellen Albertini Dow,Sela Ward,13000000,5.8,54,Drama|Music,16574731
Blair Hayes,84,Jake Gyllenhaal,Geoffrey Arend,Marley Shelton,13000000,5.6,Bubble Boy,Adventure|Comedy|Romance|Sci-Fi,5002310
Jez Butterworth,93,Mark Gatiss,Mathieu Kassovitz,Ben Chaplin,13000000,6.1,Birthday Girl,Comedy|Crime|Thriller,4919896
Jon Lucas,93,Justin Chon,Josie Loren,Sarah Wright,13000000,5.9,21 & Over,Comedy,25675765
Olivier Assayas,120,Steve Buscemi,Miranda Richardson,Catalina Sandino Moreno,13000000,7.3,"Paris, je t'aime",Comedy|Drama|Romance,4857376
Rod Lurie,112,Harry Lennix,Kathryn Morris,Peter Coyote,13000000,6.8,Resurrecting the Champ,Drama|Sport,3169424
Paul Weitz,107,Tina Fey,Sarita Choudhury,Christopher Evan Welch,13000000,5.7,Admission,Comedy|Drama|Romance,18004225
Patrice Leconte,112,Emir Kusturica,Daniel Auteuil,Yves Jacques,100000000,7.3,The Widow of Saint-Pierre,Drama|Romance,3058380
Atom Egoyan,96,Liam Neeson,Meghan Heffern,Natalie Lisinska,11000000,6.3,Chloe,Drama|Mystery|Romance|Thriller,3074838
Paul Mazursky,91,Chazz Palminteri,Ryan O'Neal,Paul Mazursky,13000000,5.9,Faithful,Comedy|Crime|Drama,2104000
Jim Sheridan,105,Natalie Portman,Jake Gyllenhaal,Ethan Suplee,26000000,7.1,Brothers,Drama|Thriller,28501651
Sidney Lumet,125,Peter Dinklage,Vin Diesel,Alex Rocco,13000000,7.1,Find Me Guilty,Biography|Comedy|Crime|Drama,1172769
Stephen Chbosky,102,Logan Lerman,Ezra Miller,Kate Walsh,13000000,8,The Perks of Being a Wallflower,Drama|Romance,17738570
Jon Hess,87,Burt Young,Ian Gomez,Thomas Ian Griffith,3000000,5.1,Excessive Force,Action,1200000
Douglas McGrath,118,Toby Jones,Isabella Rossellini,Hope Davis,13000000,7.1,Infamous,Biography|Crime|Drama,1150403
Michael Winterbottom,115,Milla Jovovich,Sarah Polley,Shirley Henderson,20000000,6.5,The Claim,Drama|Romance|Western,403932
Mark Neveldine,91,Djimon Hounsou,Alison Lohman,Dougray Scott,8495000,4.5,The Vatican Tapes,Horror|Thriller,1712111
Joe Cornish,88,John Boyega,Luke Treadaway,Jodie Whittaker,13000000,6.6,Attack the Block,Action|Comedy|Sci-Fi|Thriller,1024175
Angelina Jolie Pitt,127,Jelena Jovanova,Nikola Djuricko,Branko Djuric,13000000,4.3,In the Land of Blood and Honey,Drama|Romance|War,301305
Brad Anderson,94,Michael Imperioli,Tara Platt,Roma Maffia,13000000,6.7,The Call,Crime|Thriller,51872378
John H. Lee,115,Liam Neeson,Dean Dawson,Jung-jae Lee,12620000,6.8,Operation Chromite,Action|Drama|History|War,31662
John Stainton,90,Steve Irwin,Aden Young,Steve Bastoni,13000000,5.4,The Crocodile Hunter: Collision Course,Action|Adventure|Comedy|Family,28399192
Glenn Ficarra,102,Dameon Clarke,Louis Herthum,Annie Golden,13000000,6.6,I Love You Phillip Morris,Biography|Comedy|Crime|Drama|Romance,2035566
Jean-Jacques Annaud,100,Rae Dawn Chong,Everett McGill,Gary Schwartz,12500000,7.4,Quest for Fire,Adventure|Drama|History,
Denzel Washington,117,Denzel Washington,Kevin Connolly,Derek Luke,12500000,7.3,Antwone Fisher,Biography|Drama,21078145
Michael Hoffman,109,Gabriel Millman,Embeth Davidtz,Rob Morrow,12500000,6.9,The Emperor's Club,Drama,14060950
Tony Scott,121,Brad Pitt,Gary Oldman,Michael Rapaport,13000000,8,True Romance,Action|Crime|Drama|Romance|Thriller,12281500
Benedek Fliegauf,111,Eva Green,Matt Smith,Hannah Murray,3660000,6.4,Womb,Drama|Romance|Sci-Fi,
James Foley,100,Kevin Spacey,Al Pacino,Jude Ciccolella,12500000,7.8,Glengarry Glen Ross,Crime|Drama|Mystery,10725228
Michael Winterbottom,109,Liam Aiken,Ned Beatty,Jay R. Ferguson,13000000,6.1,The Killer Inside Me,Crime|Drama|Thriller,214966
Paul Schrader,93,Ed Begley Jr.,Ruby Dee,John Heard,18000000,6.1,Cat People,Fantasy|Horror|Thriller,
Stewart Hendler,101,Julian Morris,Margo Harshman,Rumer Willis,16000000,5.1,Sorority Row,Horror|Mystery,11956207
John Cromwell,101,David Niven,Mary Astor,Ronald Colman,,7.8,The Prisoner of Zenda,Adventure|Drama|Romance,
Craig Gillespie,106,Ryan Gosling,Kelli Garner,Paul Schneider,12000000,7.4,Lars and the Real Girl,Comedy|Drama|Romance,5949693
Mark Herman,94,Richard Johnson,Sheila Hancock,Cara Horgan,12500000,7.8,The Boy in the Striped Pajamas,Drama|War,9030581
Lars von Trier,140,Catherine Deneuve,Udo Kier,Björk,12800000,8,Dancer in the Dark,Crime|Drama|Musical,4157491
Gillian Armstrong,132,Tom Wilkinson,Richard Roxburgh,Clive Russell,16000000,6.7,Oscar and Lucinda,Drama|Romance,1508689
Abel Ferrara,99,Isabella Rossellini,Vincent Gallo,Gretchen Mol,12500000,6.6,The Funeral,Crime|Drama,1227324
Brian Koppelman,90,Jenna Fischer,David Costabile,Richard Schiff,15000000,6.4,Solitary Man,Comedy|Drama|Romance,4360548
Ethan Maniquis,105,Robert De Niro,Don Johnson,Cheech Marin,10500000,6.7,Machete,Action|Crime|Thriller,26589953
George Hickenlooper,108,Kevin Spacey,Eric Schweig,Christian Campbell,15000000,6.2,Casino Jack,Biography|Comedy|Crime|Drama,1039869
Don Bluth,69,Judith Barsi,Gabriel Damon,Bill Erwin,12500000,7.3,The Land Before Time,Adventure|Animation|Family,48092846
Je-kyu Kang,148,Min-sik Choi,Bin Won,Dong-gun Jang,12800000,8.1,Tae Guk Gi: The Brotherhood of War,Action|Drama|War,1110186
William Dear,118,Clifton Collins Jr.,Cheech Marin,Bruce McGill,12500000,7,The Perfect Game,Comedy|Drama|Family|Sport,1089445
William Friedkin,132,Ellen Burstyn,Linda Blair,Lee J. Cobb,8000000,8,The Exorcist,Horror,204565000
Steven Spielberg,130,Roy Scheider,Robert Shaw,Murray Hamilton,8000000,8,Jaws,Adventure|Drama|Thriller,260000000
Paul Weitz,95,Alyson Hannigan,Shannon Elizabeth,Natasha Lyonne,11000000,7,American Pie,Comedy,101736215
Stéphane Aubier,80,Mackenzie Foy,Megan Mullally,Lambert Wilson,9600000,7.9,Ernest & Celestine,Animation|Comedy|Crime|Drama|Family,71442
Michael Ritchie,94,Victor Wong,Randall 'Tex' Cobb,Charlotte Lewis,25000000,5.9,The Golden Child,Action|Adventure|Comedy|Fantasy|Mystery,79817937
Tim Story,122,Chris Brown,Romany Malco,Regina Hall,12000000,6.6,Think Like a Man,Comedy|Romance,91547205
Tim Story,102,Sean Patrick Thomas,Jason George,Cedric the Entertainer,12000000,6.3,Barbershop,Comedy|Drama,75074950
Nicholas Meyer,116,Leonard Nimoy,Kirstie Alley,Nichelle Nichols,11000000,7.7,Star Trek II: The Wrath of Khan,Action|Adventure|Sci-Fi,78900000
Tom Shadyac,78,Sean Young,Udo Kier,David Margulies,12000000,6.9,Ace Ventura: Pet Detective,Comedy,72217000
John Badham,114,Matthew Broderick,Barry Corbin,Ally Sheedy,12000000,7.1,WarGames,Sci-Fi|Thriller,79568000
Peter Weir,112,Harrison Ford,Viggo Mortensen,Lukas Haas,12000000,7.4,Witness,Crime|Drama|Romance|Thriller,65500000
Mike McCoy,110,Alex Veadov,Jason Cottle,Rorke Denver,12000000,6.5,Act of Valor,Action|Adventure|Drama|Thriller|War,70011073
Anne Fletcher,104,Channing Tatum,Alyson Stoner,Josh Henderson,12000000,6.5,Step Up,Crime|Drama|Music|Romance,65269010
Mike Judge,81,Bruce Willis,Demi Moore,John Doman,12000000,6.8,Beavis and Butt-Head Do America,Adventure|Animation|Comedy|Crime,63071133
Quentin Tarantino,154,Robert De Niro,Sid Haig,Robert Forster,12000000,7.5,Jackie Brown,Crime|Thriller,39647595
Jon Hurwitz,102,Danneel Ackles,Eric Winter,Beverly D'Angelo,12000000,6.6,Harold & Kumar Escape from Guantanamo Bay,Adventure|Comedy,38087366
Josh Trank,89,Michael Kelly,Alex Russell,Ashley Hinshaw,12000000,7.1,Chronicle,Drama|Sci-Fi|Thriller,64572496
Barbra Streisand,132,Miriam Margolyes,Amy Irving,Steven Hill,12000000,6.6,Yentl,Drama|Musical|Romance,30400000
Terry Gilliam,103,Shelley Duvall,Michael Palin,Kenny Baker,5000000,7,Time Bandits,Adventure|Comedy|Fantasy|Sci-Fi,42365600
Tamra Davis,93,Britney Spears,Katherine Boecher,Dave Allen,12000000,3.3,Crossroads,Comedy|Drama,37188667
Nima Nourizadeh,93,Dax Flame,Kirby Bliss Blanton,Oliver Cooper,12000000,6.7,Project X,Comedy|Crime,54724272
Franklin J. Schaffner,172,George C. Scott,Karl Malden,Bill Hickman,12000000,8,Patton,Biography|Drama|War,
Mark Romanek,96,Robin Williams,Gary Cole,Connie Nielsen,12000000,6.8,One Hour Photo,Drama|Thriller,31597131
John Erick Dowdle,89,Andrew Fiscella,Jay Hernandez,Dania Ramirez,12000000,6,Quarantine,Horror|Sci-Fi|Thriller,31691811
David Moreau,92,Chloë Grace Moretz,Alessandro Nivola,Obba Babatundé,12000000,5.4,The Eye,Horror|Mystery,31397498
Christopher Erskin,97,Vanessa Williams,Shannon Elizabeth,Shad Moss,12000000,4.3,Johnson Family Vacation,Comedy,31179516
Jesse Dylan,93,Hector Elizondo,Fred Willard,T.J. Thyne,12000000,6.2,How High,Comedy|Fantasy,31155435
Brian Henson,89,Steven Mackintosh,Jerry Nelson,Steve Whitmire,12000000,7.7,The Muppet Christmas Carol,Comedy|Drama|Family|Fantasy|Musical,27281507
Martin Campbell,144,Eva Green,Tobias Menzies,Ivana Milicevic,150000000,8,Casino Royale,Action|Adventure|Thriller,167007184
Julie Taymor,123,Salma Hayek,Roger Rees,Valeria Golino,12000000,7.4,Frida,Biography|Drama|Romance,25776062
Dan Cutforth,93,Lexie Contursi,Ashley Ashida Dixon,Anthony Burrell,12000000,5.9,Katy Perry: Part of Me,Documentary|Music,25240988
Josh Boone,133,Shailene Woodley,Sam Trammell,Nat Wolff,12000000,7.8,The Fault in Our Stars,Drama|Romance,124868837
John Dahl,121,Matt Damon,Martin Landau,Gretchen Mol,12000000,7.4,Rounders,Crime|Drama,22905674
Chris Rock,102,Rosario Dawson,Romany Malco,J.B. Smoove,12000000,6.5,Top Five,Comedy|Romance,25277561
John Frankenheimer,102,Talia Shire,Richard Dysart,Robert Foxworth,12000000,5.4,Prophecy,Horror|Sci-Fi,
David Koepp,99,Illeana Douglas,Kathryn Erbe,Lusia Strus,12000000,7,Stir of Echoes,Horror|Mystery|Thriller,21133087
,55,Peter Mensah,Kelvin Taylor,Viva Bianca,,8.6,Spartacus: War of the Damned,Action|Adventure|Biography|Drama|History,
Stephen Frears,98,Steve Coogan,Mare Winningham,Peter Hermann,12000000,7.6,Philomena,Biography|Drama,37707719
Mike Binder,118,Alicia Witt,Erika Christensen,Joan Allen,9000000,6.9,The Upside of Anger,Comedy|Drama,18761993
Franklin J. Schaffner,125,Laurence Olivier,Anne Meara,Steve Guttenberg,12000000,7,The Boys from Brazil,Drama|Thriller,
Elizabeth Allen Rosenbaum,104,Tammin Sursok,Joanna 'JoJo' Levesque,Dichen Lachman,12000000,5.3,Aquamarine,Comedy|Family|Fantasy|Romance,18595716
Jake Schreier,109,Nat Wolff,Cara Delevingne,Meg Crosbie,12000000,6.4,Paper Towns,Drama|Mystery|Romance,31990064
Cheryl Dunye,86,Michael Imperioli,Marsha Thomason,Bai Ling,,4.5,My Baby's Daddy,Comedy,17321573
Alexander Payne,115,Devin Ratray,Bruce Dern,Will Forte,12000000,7.8,Nebraska,Adventure|Comedy|Drama,17613460
Ernest R. Dickerson,92,CCH Pounder,Jada Pinkett Smith,Gary Farmer,13000000,6.7,Tales from the Crypt: Demon Knight,Action|Fantasy|Horror|Thriller,21088568
Tim Hill,91,Noel Fisher,Amber Valletta,Larry Miller,12000000,5.3,Max Keeble's Big Move,Comedy|Crime|Family,17292381
Jason Reitman,94,Charlize Theron,Patton Oswalt,Collette Wolfe,12000000,6.3,Young Adult,Comedy|Drama,16300302
Mark Neveldine,93,Jason Statham,Edi Gathegi,Jose Pablo Cantillo,12000000,7,Crank,Action|Crime|Thriller,27829874
Lionel C. Martin,93,Bernie Mac,Gilbert Gottfried,Lark Voorhies,,5.3,How to Be a Player,Comedy,13960203
Richard LaGravenese,100,Holly Hunter,Eddie Cibrian,Jenette Goldstein,12000000,6.6,Living Out Loud,Comedy|Drama|Romance,12902790
Sanaa Hamri,100,Common,Laz Alonso,Mehcad Brooks,,5.8,Just Wright,Comedy|Romance|Sport,21520719
Jonathan Demme,113,Anne Hathaway,Rosemarie DeWitt,Bill Irwin,,6.7,Rachel Getting Married,Drama|Romance,12796277
Bob Rafelson,122,Anjelica Huston,Michael Lerner,John Colicos,12000000,6.6,The Postman Always Rings Twice,Crime|Drama|Romance|Thriller,
Peter Webber,100,Scarlett Johansson,Colin Firth,Tom Wilkinson,,7,Girl with a Pearl Earring,Biography|Drama|Romance,11634362
Wolfgang Petersen,293,Jürgen Prochnow,Martin Semmelrogge,Herbert Grönemeyer,14000000,8.4,Das Boot,Adventure|Drama|Thriller|War,11433134
John Lee Hancock,137,Dennis Quaid,Marc Blucas,Jordi Mollà,107000000,6,The Alamo,Drama|History|War|Western,22406362
Wallace Wolodarsky,93,Heather Matarazzo,Barry Watson,Harland Williams,12000000,5.4,Sorority Boys,Comedy,10198766
Richard Curtis,123,Tom Hughes,Tom Hollander,Lindsay Duncan,12000000,7.8,About Time,Drama|Fantasy|Romance,15294553
Yimou Zhang,119,Takeshi Kaneshiro,Andy Lau,Zhengyong Zhang,100000000,7.6,House of Flying Daggers,Action|Adventure|Drama|Romance,11041228
Nicholas Jarecki,107,Nate Parker,Curtiss Cook,Reg E. Cathey,12000000,6.6,Arbitrage,Drama|Thriller,7918283
Dean Israelite,106,Gary Weeks,Jonny Weston,Sofia Black-D'Elia,12000000,6.4,Project Almanac,Sci-Fi|Thriller,22331028
Darnell Martin,109,Cedric the Entertainer,Veronika Dash,Tammy Blanchard,12000000,7,Cadillac Records,Biography|Drama|Music,8134217
Scott Alexander,81,Sarah Silverman,Dave Chappelle,Sherman Hemsley,10000000,5.7,Screwed,Comedy|Crime,6982680
Stuart Gordon,95,Christopher Lambert,Kurtwood Smith,Clifton Collins Jr.,8000000,5.9,Fortress,Action|Crime|Sci-Fi|Thriller,6739141
Christopher Guest,86,John Michael Higgins,Catherine O'Hara,Ed Begley Jr.,12000000,6.3,For Your Consideration,Comedy,5542025
Woody Allen,113,Melanie Griffith,Aleksa Palladino,Greg Mottola,12000000,6.3,Celebrity,Comedy|Drama,5032496
Ryan Murphy,122,Jill Clayburgh,Joseph Cross,Dagmara Dominczyk,12000000,6.2,Running with Scissors,Comedy|Drama,6754898
Robert Iscove,90,Anika Noni Rose,Kelly Clarkson,Brian Dietzen,12000000,2.1,From Justin to Kelly,Comedy|Musical|Romance,4922166
Spike Lee,108,Michael Imperioli,Debi Mazar,Gretchen Mol,12000000,5,Girl 6,Comedy|Drama,4903000
Jane Campion,113,Jennifer Jason Leigh,Nick Damici,Susan Gardner,12000000,5.3,In the Cut,Mystery|Thriller,4717455
James Gray,110,Isabella Rossellini,Vinessa Shaw,Samantha Ivers,12000000,7.1,Two Lovers,Drama|Romance,3148482
Fred Schepisi,109,Bob Hoskins,Ray Winstone,JJ Feild,12000000,7,Last Orders,Drama,2326407
Joon-ho Bong,110,Doona Bae,Kang-ho Song,Ah-sung Ko,12215500000,7,The Host,Comedy|Drama|Horror|Sci-Fi,2201412
Roger Spottiswoode,100,Robert Duvall,Treat Williams,Paul Gleason,12000000,5.7,The Pursuit of D.B. Cooper,Adventure|Crime|Thriller,
