duration,budget,imdb_score,gross
98,23000000,6.7,12782508
94,23000000,5.1,11508423
102,23000000,7.2,10660147
98,23000000,6,7434726
121,,7.2,6777589
111,19430000,6.7,6109075
90,11000000,6.3,
100,23000000,6.2,2708188
50,,6.8,
141,23000000,6.2,16123851
139,23000000,6.9,
114,25000000,6.8,71975611
96,22700000,7.1,38119483
111,22500000,7.1,4190530
127,22000000,7,217631306
107,23000000,7.1,176483808
97,22000000,6.4,144833357
127,20000000,7,75597042
110,22000000,6.2,90636983
135,35000000,7.5,70960517
84,22000000,4.8,55762229
240,22000000,8.1,
122,22000000,7.3,54235441
114,22000000,5.8,50728000
132,22000000,7.6,40270895
170,22000000,5.6,59696176
133,22000000,7,51483949
112,22000000,6.6,36020063
108,21000000,6.5,33313582
115,22000000,7.4,25842000
83,22000000,4.6,22264487
105,26000000,6.4,30659817
110,40000000,6,5773519
108,,6.4,3108216
96,22000000,5.9,19351569
94,22000000,6.4,49002815
142,22000000,6.6,19283782
104,22000000,6.9,30059386
136,126000000,6.9,35799026
106,30000000,5.8,17951431
106,22000000,6.4,29997095
98,22000000,5.3,14252830
100,22000000,6.5,19783777
95,22000000,5.7,13555988
107,22000000,6.7,12784713
104,23500000,3.9,10696210
104,22000000,4.1,5974653
143,25000000,6.2,5000000
77,22000000,3.8,9694105
96,25000000,5.1,16027866
114,,6.4,4829497
145,21000000,7.8,4398392
116,22000000,7.8,1050445
100,2000000,6.1,13746550
104,22000000,5.8,20668843
92,22000000,6.3,2963012
92,12000000,7.7,
105,22000000,5.4,1796024
120,16000000,7.3,634277
116,22000000,6.8,11326836
119,25000000,7.3,49024969
101,21500000,6.5,22294341
117,21500000,7.2,24362501
106,22000000,6.7,
112,17000000,6.3,16684352
136,21000000,5.9,46700000
81,21000000,7.8,52008288
87,9000000,7.4,8579684
96,17000000,4.8,42660000
106,21000000,6.3,40219708
122,21000000,7.8,132088910
123,21000000,7.5,36581633
133,,6,37721949
92,21000000,6.8,25296447
110,20000000,6.6,24848292
104,21000000,4.6,17757087
60,3000000,2.9,
98,17000000,7.1,9430988
120,21000000,6.1,16284360
112,21000000,6.7,6830957
127,20000000,7.1,24104113
102,21000000,5.8,15593
91,21000000,6.7,958319
114,35000000,5.8,69700000
115,31000000,6.8,2840417
115,18000000,8.5,242374454
120,18000000,6.6,173585516
135,19400870,7.7,128300000
90,20000000,4.7,20259297
100,28000000,6.4,153665036
105,33000000,5.5,132541238
138,19000000,8.6,130727000
94,20000000,7,121697350
101,20000000,7.1,117224271
131,20000000,5.7,102922376
91,20000000,3.7,94497271
112,20000000,7.5,137387272
95,32000000,4.6,82301521
100,20000000,4.9,84518155
105,20000000,6.9,80050171
108,35000000,7.1,81257845
101,18000000,5.8,70360285
114,30000000,7,12831121
109,37000000,5.4,69148997
115,20000000,7.3,82624961
117,20000000,7.1,67325559
107,20000000,5.8,62933793
134,20000000,8.1,56667870
118,20000000,5.7,56398162
121,20000000,4.4,60072596
105,20000000,7.9,56362352
110,20000000,7.6,56154094
114,20000000,4.8,65623128
104,1800000,7.8,
100,20000000,6.7,55461307
85,20000000,2.7,48546578
72,20000000,5.8,48423368
128,20000000,7.5,52066000
72,20000000,5.4,47887943
89,20000000,4.1,46363118
96,20000000,5.9,47852604
77,30000000,6.3,45542421
123,,7,41573740
111,20000000,6.8,42652003
30,,3.5,
93,20000000,2.3,39737645
129,20000000,6.9,37567440
128,20000000,8.1,44988180
110,22000000,6.1,39263506
137,20000000,5,39143839
124,20000000,5.5,37672350
93,20000000,6.2,38037513
115,20000000,6.2,37442180
98,20000000,5.9,
105,20000000,6.3,35596227
127,20000000,6.7,35422828
82,20000000,3.5,36658108
143,25000000,7.5,34300771
103,19800000,6.6,34290142
104,20000000,7.5,33422556
98,30000000,7.2,32774834
92,11000000,4.8,34334256
123,20000000,6.6,32051917
88,20000000,3.5,32014289
158,20000000,6.7,
128,20000000,7.6,31838002
107,20000000,6.3,36874745
91,35000000,5.5,30079316
90,19000000,6.3,35033759
115,20000000,6.5,29753944
101,,5.6,29062561
113,20000000,6.9,31146570
113,20000000,7.6,27277055
87,27000000,3.9,26876529
101,20000000,6.1,53146000
111,20000000,7.3,30028592
108,20000000,8.3,34126138
105,20000000,5.8,25677801
109,20000000,6.8,26415649
109,20000000,7,26003149
99,20000000,5.9,25584685
98,20000000,6.5,29975979
104,20000000,6.4,31584722
109,20000000,5.8,23179303
75,9000000,5.1,23078294
119,20000000,6.8,21413105
90,20000000,5.3,25077977
97,20000000,5.3,23292105
103,,6.4,26870825
89,40000000,4.9,20916309
106,20000000,6.8,21200000
96,20000000,7.1,28876924
115,,6.8,20207003
104,20000000,6.1,20241395
24,,7,
108,806947,8.5,32000000
112,40000000,5.9,19151864
104,20000000,6.3,23393765
113,20000000,5.9,18882880
98,20000000,5.4,8500000
121,20000000,7,
114,30000000,6.9,18252684
124,20000000,7.5,19661987
148,15000000,8.2,18352454
108,20000000,5.9,17803796
95,20000000,5,17529157
108,19000000,7.3,25753840
68,20000000,6.4,18081626
103,20000000,6.6,17518220
99,20000000,7.8,17104669
30,,6.7,
88,35000000,4,16988996
128,20000000,7.6,15797907
124,20000000,7.7,16248701
84,20000000,5.8,15712072
122,37000000,5.2,191449475
101,20000000,5.6,15408822
98,20000000,5.3,15464026
105,,7.4,14359793
225,20000000,6.6,8000000
111,19500000,6.2,
88,25000000,1.9,14174654
88,27000000,5.7,15988876
94,20000000,6.6,13801755
117,20000000,6,13987482
95,20000000,6.1,14291570
99,40000000,4.8,12181484
96,20000000,6.2,13630226
98,20000000,7.5,13383737
123,20000000,6.3,13391174
101,30000000,7.1,12987647
102,22000000,6.6,12469811
94,20000000,6.1,12398628
102,20000000,6.7,13214030
108,22000000,5.6,12232937
116,20000000,7.2,12134420
93,20000000,4.3,11784000
102,20000000,6.4,11169531
103,20000000,7.1,11034436
115,20000000,6.3,12626905
96,20000000,7.4,10569071
98,20000000,6.1,10544143
101,20000000,6.6,13650738
106,20000000,6,10555348
101,20000000,6.8,9714482
87,9000000,7.4,8579684
111,20000000,6.8,9525276
99,21000000,7.2,8855646
88,20000000,1.9,9109322
83,33000000,5.5,8326035
91,20000000,4.5,8104069
108,20000000,6.3,8054280
154,20000000,7,
148,20000000,6.7,8093318
77,20000000,2.8,7382993
110,20000000,5,8888355
42,,7.5,
83,12000000,4.3,7001720
107,20000000,5.6,7268659
100,22000000,6.2,6852144
87,20000000,5.3,6563357
154,10000000,7.4,6201757
106,20000000,7.4,6420319
99,15000000,6.5,5702083
100,8700000,7.1,5480996
116,20000000,7.2,6002756
94,20000000,2.3,5132655
111,20000000,6.4,5205343
100,20000000,6.1,5005883
125,20000000,7,5749134
114,20000000,6.5,
119,20000000,7,4234040
135,20000000,7,4001121
93,20000000,4.9,3749061
114,20000000,6.9,3519627
124,21000000,7.5,3081925
134,2400000000,8.4,2298191
114,20000000,6.9,2353728
124,20000000,4.5,2000000
104,2000000,7.4,1900725
118,20000000,7,2246000
80,20000000,2.8,1646664
107,20000000,7.5,1190018
125,40000000,7.1,1027749
115,24000000,6.4,882710
88,20000000,6.7,1064277
122,10000000,5.3,531009
103,2127519898,6.9,410388
101,20000000,6.2,375474
101,,6.3,578382
107,20000000,6.4,305070
86,,6.5,206678
118,140000000,6,146072
107,20000000,5.1,1183354
100,22000000,5.5,121972
30,,7.2,
110,20000000,5.4,263365
106,,5.7,54734
7,13000,5.2,
102,25000000,6.2,
98,20000000,6.7,
83,20000000,5.8,
153,,7,
98,20000000,4.8,
105,20000000,7.2,
96,20000000,5.6,
105,27220000,6.4,
125,19400000,7.5,8047690
184,20000000,7.4,476270
236,22000000,8,184208848
97,20000000,5.7,100292856
113,19000000,6.8,58571513
95,20000000,5.9,51431160
103,15000000,7.2,103001286
91,20000000,5.5,41867960
146,19000000,8.4,
116,19000000,8.5,210609762
93,19000000,5.6,40846082
113,13000000,4.1,51697449
90,27000000,5,
101,19000000,6.1,27758465
95,18000000,5.4,56127162
109,15000000,7.1,1357042
43,,6.6,
85,19000000,3.6,15911333
101,20000000,6.5,39103378
125,19000000,8.6,10049886
118,,6.2,
132,25000000,7,8600000
131,19000000,7.6,21483154
129,19000000,6.5,8396942
100,19000000,6.4,12561
172,19000000,6.7,
97,23000000,6.3,6923891
121,,6.4,5308553
92,19000000,5.7,2119994
116,19000000,6.3,1292527
110,,7.8,560512
90,19000000,6,64255243
81,19000000,7.7,22245861
97,15000000,6.2,20433940
107,,5.7,
118,18500000,7.7,10562387
100,18500000,6.4,18439082
97,18000000,6.4,150056505
114,18000000,6.9,119938730
130,18000000,7.3,114968774
82,18000000,7.3,128505958
96,18000000,6.2,95001351
105,17000000,6.6,76400000
122,20000000,6.7,75072454
88,17000000,5.7,65535067
110,16000000,3.1,13998282
103,17000000,6.3,6061759
106,18000000,5.7,64955956
98,18000000,7.1,60057639
68,17000000,7,53868030
94,18000000,6.1,59573085
99,21000000,6.6,52691009
107,15000000,7.8,59735548
180,18000000,8.3,51600000
89,20000000,3.9,43818159
97,17000000,7,86049418
113,18000000,6.7,43601508
131,19800000,7.3,41300105
44,,7.5,
103,18000000,6.3,41382841
119,18000000,7.8,42335698
98,18000000,7.3,33404871
111,15000000,7.6,31471430
94,25000000,5.3,30222640
122,18000000,7.9,26830000
81,18000000,5.3,26906039
89,1000000,6.8,21378000
106,18000000,7.1,43853424
122,18000000,7.2,
86,18000000,5.8,23993605
103,18000000,5.8,26400000
121,18000000,8.3,45250
109,18000000,5.6,22927390
109,18000000,6.8,4250320
123,18000000,5,22452209
94,18000000,7.6,18329466
94,18000000,6.7,17071230
115,18000000,6.7,17174870
107,17000000,5.7,26284475
91,18000000,5.2,16702864
125,18000000,7.5,15561627
122,30000000,7.2,17750583
102,18000000,5.3,14793904
90,18000000,6.5,15281286
98,18000000,5,8000000
109,18000000,6.1,13491653
107,18000000,7.4,
90,18000000,4.4,10494494
112,18000000,7.5,7837632
94,18000000,5.7,15155772
105,18000000,5.5,8508843
104,18000000,7.1,7739049
112,17000000,5.9,6734844
108,18000000,6.7,6000000
112,13000000,7,6615578
127,18000000,7.9,5887457
111,18000000,6.9,13362308
126,20000000,7.3,5701643
114,18000000,7.3,5694401
99,20000000,3.5,5333658
150,18000000,7.8,4414535
117,,7.4,4806750
112,18000000,6.7,3707794
108,18000000,6.4,3203044
116,18000000,7.1,4435083
60,,6.7,
144,12000000,7.8,2222647
92,,4,
93,2700000,5.9,3500000
103,18000000,7.2,676698
93,,7.2,3419967
98,18000000,5.1,
334,,7.7,145118
114,18000000,5.5,
121,11350000,6.2,229311
87,3500000,7.2,
92,18000000,5.2,
105,14000000,6.7,63260
90,11000000,6.3,
89,17900000,5,
114,14000000,6.2,
119,20000000,7.6,121463226
103,,4.1,90485233
91,18000000,5.3,
98,23000000,6.2,58006147
80,17500000,6.5,51053787
121,17500000,8.1,23472900
94,24000000,6.3,39687528
93,17500000,4.4,7017178
93,18000000,4.6,
116,17500000,6,325491
101,17000000,7.6,96471845
154,18500000,8.4,85200000
170,17000000,7.9,72000000
99,17000000,5.6,72219395
104,17000000,6.5,82389560
126,12000000,7.5,71502303
110,17500000,6.3,19179969
101,300000,7.9,47000000
80,31000000,7.9,84961
87,17000000,5.1,37566230
123,17000000,6.7,70492685
109,17000000,6.7,35635046
90,20000000,5.6,45670855
96,17000000,5.6,37939782
125,170000000,6.8,172051787
82,17000000,6.2,30324946
86,17000000,5.6,27854896
108,15000000,6.4,41777564
98,17000000,5.6,22734486
129,17000000,7.4,44469602
99,,4.9,24708699
105,,6,21160089
112,17000000,7.2,64998368
108,34000000,4.9,19693891
121,17000000,7.5,16311763
89,17000000,4.8,12693621
89,4000000,3.1,15655665
73,17000000,5.8,11634458
132,17000000,6.7,27154426
154,9000000,6.8,
96,17000000,6.5,54239856
98,17000000,5.9,8662318
107,19000000,5.5,7156725
134,17000000,3.6,15681020
94,,3.3,7070459
122,17000000,7.4,6855137
128,,6.7,2694071
97,17000000,3,2315683
110,16000000,7.6,39825798
102,17000000,6.4,2000000
98,17000000,6.9,1569918
120,17000000,6.6,106869
160,17000000,5.5,273420
80,11000000,6.6,
91,17000000,5.2,
83,17000000,4.1,4930798
102,16500000,6.8,59847242
122,16800000,6.5,220914
110,16000000,7.6,39825798
126,15000000,7.4,43848100
136,16500000,7.7,42700000
120,16500000,7.1,18663911
108,16500000,6.3,11702090
126,15000000,7.6,13005485
128,16400000,8,95860116
113,16000000,7.3,127175354
89,16000000,7.6,92823600
129,16000000,7.8,54000000
94,15600000,6.5,68525609
106,16000000,6.4,52885587
100,15000000,8,44667095
89,16000000,4.8,42638165
94,16000000,7.8,45507053
83,16000000,5.9,39511038
111,18500000,5.4,6462576
80,16000000,3.3,40363530
112,13500000,8.2,37623143
60,,6.6,
94,35000000,5.4,33357476
130,16000000,6.4,28734552
91,16000000,4.8,37300107
91,17700000,5.9,27087695
110,15000000,5.5,30102717
121,8000000,7.9,23618786
114,16500000,4.9,26896744
96,15500000,7.2,23213577
270,25000000,6.6,
100,20000000,6.7,55461307
94,16000000,5.3,20627372
109,16000000,7.2,16346122
107,16000000,5.1,16204793
96,16000000,5.6,15427192
88,16000000,7.6,14792779
110,16000000,3.1,13998282
113,16000000,7.2,19057024
101,16000000,5.7,14108518
105,20000000,5.2,13854000
125,26000000,7.7,77324422
100,16000000,7,15500000
97,,3.6,11540112
108,16000000,4.9,
112,15000000,6,4734235
112,16000000,6.6,4839383
95,15000000,6.8,4193025
110,16000000,7.2,5900000
118,16000000,7.2,2849142
97,16000000,2.8,1686429
120,16000000,6.6,1984743
135,16000000,6.7,1666262
101,20000000,7,2319187
92,16000000,4.4,13922211
106,11000000,7.1,
92,15000000,6.2,23091
161,13000000,7.3,336467
92,16000000,5.1,2964
93,16000000,8.1,
110,16000000,6.7,
122,16000000,6.6,2428883
91,15600000,4.5,13571817
45,34000000,8.1,
115,,6.6,1554566
94,,6.5,508867
93,15500000,5.9,1181197
94,15300000,6.6,81525
95,15500000,6.5,7774730
105,14000000,7.3,234760500
103,18000000,7.5,285761243
102,11000000,5.9,167780960
116,22000000,7.4,177200000
110,15000000,6.9,176781728
120,15000000,7.9,128067808
122,15000000,8.4,130058047
118,15000000,8,138795342
107,15000000,6,111936400
45,,7.3,
102,15500000,6.8,317040
154,15000000,7.8,94175854
103,,5.7,
141,100000000,6.1,
114,14000000,8.1,91121452
109,10000000,6.1,69800000
124,,7.5,79900000
94,15000000,6.2,64001297
100,20000000,6.2,71588220
101,300000,7.9,47000000
98,15000000,7.4,61400000
102,15000000,6.6,101978840
94,9800000,7.3,56437947
92,15000000,7.5,73326666
113,15000000,5.6,55184721
115,15000000,7.3,50003300
95,17000000,6.4,54322273
87,15000000,5,47860214
88,15000000,5.4,47811275
183,15000000,8.2,
97,15000000,7.1,43022524
94,17000000,5.3,42672630
112,15000000,6.5,42919096
98,15000000,6.2,42592530
104,15000000,6.4,40064955
118,,7.2,39100956
120,10000000,6.9,44886089
99,16000000,5.7,37882551
109,7000000,7.7,40983001
105,37000000,5.4,20991497
106,15000000,5.6,35007180
123,15000000,7.7,35887263
86,16000000,5.1,34308901
120,15000000,6.8,33771174
227,15000000,8.4,6000000
119,15000000,4.9,33386128
115,15000000,7.1,37877959
114,15000000,6.6,32721635
90,15000000,6.1,31585300
94,15000000,4.1,30259652
106,125000000,5.8,163192114
98,16000000,8.1,30857814
126,15000000,7.6,30226144
100,15000000,7.8,35054909
89,15000000,4.6,29302097
111,15000000,6,29106737
100,15000000,7,28637507
115,15000000,6.7,30127963
106,14000000,6.4,32645546
124,15000000,7.2,27441122
107,15000000,7.4,28014536
99,15000000,4.8,33860010
90,15000000,4,26421314
101,15000000,6.2,24881000
119,15000000,7.7,23089926
103,15000000,6.7,26161406
134,11500000,7.9,22954968
155,15000000,7.9,26384919
94,15000000,5.5,22189039
95,15000000,6.2,20998709
89,15000000,5.1,20801344
97,14000000,4.1,21468807
90,15000000,6.7,19158074
92,20000000,4.7,18843314
100,15000000,6.4,20566327
117,15000000,6.3,20218921
84,15000000,5.5,17411331
140,15000000,7.3,21383298
108,15000000,6.3,24984868
109,15000000,4.9,16459004
131,15000000,7.6,15700000
114,15000000,6,15100000
97,15000000,6.2,14938570
122,15000000,6.8,17237244
87,15000000,4.5,14249005
85,15000000,5.7,12701880
85,,8.4,10353690
101,15000000,4.6,12801190
121,15000000,6.2,12549485
107,15000000,7,13766014
111,15000000,6.9,13034417
92,,6.1,11632420
97,15000000,6.7,12212417
97,15000000,5.6,11614236
125,20000000,6.6,13337299
124,15000000,6.4,10763469
76,15000000,2.8,11144518
107,15000000,5.4,15608545
91,15000000,5,10443316
96,15000000,5.1,10494147
142,15000000,8,9929000
103,15000000,5.9,10411980
60,,7.5,
117,15000000,8.2,17439163
116,15000000,7,9396487
118,15000000,6.6,9059588
108,16000000,6.7,9172810
94,15000000,5.5,8735529
97,20000000,4.9,8586376
97,15000000,6.9,8378141
99,,7.4,
91,15000000,5.6,8080116
107,15000000,8,7757130
95,15000000,5.3,9123834
102,15000000,6.2,6409206
88,15000000,5.3,6373693
106,15000000,6.6,7556708
92,15000000,7.2,5306447
105,15000000,4.6,5217498
107,15000000,7.5,5023275
120,15000000,6.5,4956401
103,15000000,7.6,4235837
92,20000000,6.2,4002955
147,15000000,8,7219578
98,,5.5,3525161
98,22000000,6.3,3247816
103,15000000,7.2,2412045
286,,7.9,
111,15000000,6.7,2203641
98,15000000,5.3,1953732
111,15000000,6.3,1954202
111,15000000,6.5,1294640
100,,5.6,
116,,7,819852
145,6000000,8.3,26435
84,12000000,7.2,1197786
115,7000000,6.8,529766
105,15000000,6.4,613556
98,15000000,6.9,353743
99,,8,502028
110,300000000,6.2,102055
97,,6.4,122288
88,9000000,5.6,
103,15000000,6.1,73548
104,15000000,6,
90,15000000,5.1,28870
105,25000000,4.5,22723
93,15000000,5.9,20380
141,,6,
85,20000000,5.8,
109,7000000,6.1,
105,15000000,4.9,
98,15000000,5.7,
119,15000000,7.1,
124,15000000,6.6,
101,14600000,8.1,70906973
115,14800000,5.7,66009973
120,14500000,6.8,46338728
111,10000000,7.5,7691700
94,14500000,6.2,
131,14400000,8.3,101157447
139,14200000,7.4,74205
120,15000000,8,141319195
119,14000000,6.9,156645693
125,14000000,6.9,178406268
65,,9.5,
108,15800000,5.5,109306210
101,15000000,5.7,
145,14000000,7.2,70001698
98,15000000,6.9,68856263
101,15000000,5.5,51527787
92,14000000,5.9,49122319
93,14000000,7.7,
109,14000000,5.2,61356221
123,14000000,7.1,46800000
60,,6.6,
99,14000000,5.5,38048637
119,14000000,7.7,34700000
110,,5.4,35010192
107,14000000,6.7,34793160
81,14000000,5,30628981
105,13000000,6.4,29959436
82,14000000,6.6,25571351
109,14000000,5.9,27515786
95,14000000,5.7,25482931
100,20000000,4.5,19900000
118,14000000,3.7,
91,14000000,5,16298046
90,14000000,4.6,15549702
108,14000000,6.5,15483540
103,14000000,4.9,20246959
96,14000000,6,15062898
117,12000000,6.9,14348123
93,8500000,5.7,15171475
136,14000000,6.7,
115,14000000,6.9,13640000
94,,5.5,12550242
85,11000000,4.4,12610731
88,15000000,5.4,47811275
112,14000000,7,11204499
86,14000000,5.4,10397365
86,14000000,5.4,9402410
112,,8,5990075
137,26000000,7.6,5459824
90,24000000,5.9,5108820
107,14000000,6.6,4741987
98,14000000,6.7,4291965
84,14000000,3.9,3100650
139,14000000,5.7,2474000
97,,6.7,2656324
127,14000000,6.5,1000000
150,8200000,6.8,3958500
104,,6.3,403649
132,103000000,7.3,274299
117,12000000,6.9,
115,15000000,7,183088
186,14000000,6.5,46495
90,,3.6,
90,14000000,7.7,1752214
134,14000000,7.7,83025853
101,125000000,5.9,190871240
97,12000000,6.8,56631572
107,13500000,7.4,15854988
99,14000000,5.1,12282677
55,,9.1,447093
124,13500000,7.4,7060876
110,15000000,7.2,14989761
105,,6,687081
41,,7.4,
178,13500000,8.3,5501940
125,10000000,8.1,2086345
108,,6.3,2605039
121,13000000,7.3,123922370
100,13400000,3.6,163591
115,13000000,1.6,73000942
108,13000000,8,106952327
117,100000000,6.2,58607007
220,13000000,9,57300000
112,13000000,6.1,91038276
99,7000000,5.7,49369900
109,13000000,6.8,61693523
83,13000000,5.5,46729374
107,13000000,6.8,44726644
102,13000000,7.3,44134898
100,12500000,6.1,48637684
97,16000000,7.2,38176108
92,13000000,5.9,28972187
84,8200000,6.1,27979400
86,17000000,6.8,54257433
120,13000000,7.7,23947
89,13000000,4.9,60008303
117,13000000,6.1,49121934
97,18000000,2.5,27141959
91,13000000,6.1,27052167
100,13000000,5.9,26539321
72,13000000,5.7,28501605
84,13200000,5.6,52543632
126,18000000,7.2,25592632
108,15000000,7.7,25440971
112,13000000,7.8,22858926
90,6000000,6.1,22235901
91,13000000,5.8,38916903
135,14000000,6.5,16929123
141,19000000,7.9,13753931
104,13000000,6.3,10996440
84,13000000,3.8,8026971
118,13000000,8.3,14677654
82,13000000,6.4,9975684
95,13000000,6.7,7881335
94,13000000,6.1,6241697
88,,8.1,
99,13000000,6,5871603
121,13000000,5.8,16574731
84,13000000,5.6,5002310
93,13000000,6.1,4919896
93,13000000,5.9,25675765
120,13000000,7.3,4857376
112,13000000,6.8,3169424
107,13000000,5.7,18004225
112,100000000,7.3,3058380
96,11000000,6.3,3074838
91,13000000,5.9,2104000
105,26000000,7.1,28501651
125,13000000,7.1,1172769
102,13000000,8,17738570
87,3000000,5.1,1200000
118,13000000,7.1,1150403
115,20000000,6.5,403932
91,8495000,4.5,1712111
88,13000000,6.6,1024175
127,13000000,4.3,301305
94,13000000,6.7,51872378
115,12620000,6.8,31662
90,13000000,5.4,28399192
102,13000000,6.6,2035566
100,12500000,7.4,
117,12500000,7.3,21078145
109,12500000,6.9,14060950
121,13000000,8,12281500
111,3660000,6.4,
100,12500000,7.8,10725228
109,13000000,6.1,214966
93,18000000,6.1,
101,16000000,5.1,11956207
101,,7.8,
106,12000000,7.4,5949693
94,12500000,7.8,9030581
140,12800000,8,4157491
132,16000000,6.7,1508689
99,12500000,6.6,1227324
90,15000000,6.4,4360548
105,10500000,6.7,26589953
108,15000000,6.2,1039869
69,12500000,7.3,48092846
148,12800000,8.1,1110186
118,12500000,7,1089445
132,8000000,8,204565000
130,8000000,8,260000000
95,11000000,7,101736215
80,9600000,7.9,71442
94,25000000,5.9,79817937
122,12000000,6.6,91547205
102,12000000,6.3,75074950
116,11000000,7.7,78900000
78,12000000,6.9,72217000
114,12000000,7.1,79568000
112,12000000,7.4,65500000
110,12000000,6.5,70011073
104,12000000,6.5,65269010
81,12000000,6.8,63071133
154,12000000,7.5,39647595
102,12000000,6.6,38087366
89,12000000,7.1,64572496
132,12000000,6.6,30400000
103,5000000,7,42365600
93,12000000,3.3,37188667
93,12000000,6.7,54724272
172,12000000,8,
96,12000000,6.8,31597131
89,12000000,6,31691811
92,12000000,5.4,31397498
97,12000000,4.3,31179516
93,12000000,6.2,31155435
89,12000000,7.7,27281507
144,150000000,8,167007184
123,12000000,7.4,25776062
93,12000000,5.9,25240988
133,12000000,7.8,124868837
121,12000000,7.4,22905674
102,12000000,6.5,25277561
102,12000000,5.4,
99,12000000,7,21133087
55,,8.6,
98,12000000,7.6,37707719
118,9000000,6.9,18761993
125,12000000,7,
104,12000000,5.3,18595716
109,12000000,6.4,31990064
86,,4.5,17321573
115,12000000,7.8,17613460
92,13000000,6.7,21088568
91,12000000,5.3,17292381
94,12000000,6.3,16300302
93,12000000,7,27829874
93,,5.3,13960203
100,12000000,6.6,12902790
100,,5.8,21520719
113,,6.7,12796277
122,12000000,6.6,
100,,7,11634362
293,14000000,8.4,11433134
137,107000000,6,22406362
93,12000000,5.4,10198766
123,12000000,7.8,15294553
119,100000000,7.6,11041228
107,12000000,6.6,7918283
106,12000000,6.4,22331028
109,12000000,7,8134217
81,10000000,5.7,6982680
95,8000000,5.9,6739141
86,12000000,6.3,5542025
113,12000000,6.3,5032496
122,12000000,6.2,6754898
90,12000000,2.1,4922166
108,12000000,5,4903000
113,12000000,5.3,4717455
110,12000000,7.1,3148482
109,12000000,7,2326407
110,12215500000,7,2201412
100,12000000,5.7,
101,12000000,7.1,2060953
97,12000000,7,3950294
172,9200000,7.7,2835886
104,12000000,7.1,1779284
99,12000000,6.8,1702277
129,12000000,7.5,261481
91,12000000,6.3,1506998
100,12000000,7.3,860002
111,12000000,6.8,548934
114,10000000,7.2,447750
86,12000000,6.4,333976
107,12000000,6,141853
90,8000000,6.4,303439
103,,5.1,793352
120,12000000,7.5,214202
134,2500000000,7.1,195888
110,12000000,4.6,175370
95,,5.7,190666
95,7500000,6.8,
132,12000000,7.7,119922
94,135000000,6.7,177343675
89,,3.2,
138,12000000,6.1,
113,20000000,5.6,17149
99,12000000,6.9,
111,12000000,7.5,14616
99,12000000,5.8,91443253
104,6000000,8.3,30093107
89,12000000,2.8,
103,11500000,6.6,57469179
134,11900000,7.5,48856
100,11500000,6,
130,12000000,6.2,
106,11000000,7.2,148170000
125,11000000,8.7,460935665
109,11500000,6,35537564
200,11000000,8,111722000
114,,7.2,10230
112,11000000,4.5,90556401
116,25000000,7.9,93571803
92,,7.1,72755517
120,11000000,7.5,52929168
107,11000000,6.8,50461335
92,12000000,4.3,
107,11000000,7.2,49797148
100,13500000,5.8,
81,13000000,7.1,46563158
101,11000000,7.4,41227069
122,11000000,7.6,39025000
97,10500000,6.9,38201895
92,11000000,6,27669413
92,11000000,6.9,
110,11000000,7.3,37766350
86,11000000,4.6,23978402
91,12000000,6,21370057
145,11000000,6.4,
100,12000000,5.5,4884663
111,11000000,7.5,38317535
184,11000000,8.1,
89,11000000,6.3,13903262
84,11000000,5.1,13592872
98,11000000,6.8,18381787
95,11000000,5.3,13558739
100,11000000,7.3,13103828
109,11000000,7.3,33305037
118,11000000,7.1,10214647
88,13000000,7.6,11501093
86,11000000,5.3,4814244
118,11000000,7.8,9170214
125,17000000,7.7,4068087
125,11000000,7.7,3753806
94,11000000,5.4,3034181
113,11000000,6.2,2832826
104,11000000,7.4,13214255
95,5000000,6.2,16017403
102,11000000,5.1,2807854
124,11000000,6.9,
105,,6.3,540085
104,11000000,6.8,352786
120,10700000,7.4,76600000
111,12000000,5.7,
95,10800000,5.8,56729973
96,,6.2,
97,11000000,4.3,
118,15000000,6.4,399879
193,700000000,6,3275443
97,14000000,6.9,18535191
98,7000000,5.5,23838
103,10600000,5.4,22160085
161,12000000,8.3,56715371
120,10500000,7.9,434949459
97,10000000,6.5,11043445
97,12500000,6.3,
99,10500000,6.4,125169
24,,7.9,
144,,5.3,1165104
111,11000000,5.8,1066555
145,10818775,6.6,5669081
106,11000000,7.4,
126,10000000,8.3,138339411
106,11000000,5.3,
121,10000000,6.2,80150343
117,10000000,6.9,85300000
98,10000000,5.9,68353550
109,10000000,6.1,78845130
95,10000000,5.8,63319509
109,10000000,7.3,47536959
96,10000000,5.9,63270259
101,10000000,5.5,55865715
107,6000000,5,63231524
119,13800000,7,52293982
178,10000000,7.8,
100,10000000,6.4,50752337
98,10000000,5.9,110175871
92,12000000,7,38624000
90,10000000,6.1,37470017
90,10000000,6.9,40485039
153,10000000,7.5,16800000
124,10000000,7.3,46377022
82,23000000,6.5,36696761
107,12305523,6.2,36200000
75,10000000,6.7,
97,10000000,6,35794166
80,10000000,6.3,33583175
85,20000000,5.8,32983713
97,10000000,6.1,52200504
109,10000000,6.9,33000000
104,6000000,8.3,30093107
140,10000000,5.4,32101000
90,9000000,6.7,31487293
130,10000000,7.4,30651422
98,10000000,5.6,30306281
101,10000000,6.5,29500000
114,17000000,6.5,30050028
100,10000000,5.8,29392418
85,8500000,5,28563926
103,12000000,5.5,28435406
100,10000000,6.5,25339117
114,10000000,7.2,25600000
102,65000000,7.3,
