duration,imdb_score,budget,gross,release_month
90,6.9,7900000,671240,2
107,5.6,5.50E+07,16088610,6
110,6.1,7.50E+07,83503161,11
102,6.2,4.00E+07,6114237,12
90,6.3,3.50E+07,63826569,9
107,8,1.50E+07,7757130,2
134,8,3500000,NA,12
100,5.5,3.00E+07,11900000,1
109,6.5,2.60E+07,45489752,12
88,4.1,1.00E+06,721,4
138,7.5,1700000,35918429,11
97,7.3,25000,2856622,1
113,5.3,1.20E+07,4717455,9
122,7,1.00E+08,24985612,11
127,4.3,1.30E+07,301305,12
97,6.5,1.00E+07,11043445,4
156,3.8,6.00E+07,4535117,11
100,8.1,2.00E+06,1134049,1
121,7.2,NA,6777589,8
109,6.7,4.00E+07,37553932,10
95,6.1,7.00E+06,14003141,8
139,8.2,6800000,6857096,9
148,8.8,1.60E+08,292568851,7
94,6.6,1400000,36830,12
154,6.9,7.50E+07,306124059,6
120,5.5,1.65E+08,102315545,6
122,6.2,1.85E+08,317011114,5
127,8.3,4.80E+07,197171806,5
118,7.6,2.80E+07,179870271,5
103,7.7,1.00E+05,NA,5
110,7.8,NA,560512,7
93,5.2,4.00E+06,4063,9
118,7.1,1.30E+07,1150403,11
153,8.3,7.50E+07,120523073,8
148,6.7,2.00E+07,8093318,12
107,7,NA,NA,1
106,6.1,6.00E+07,17281832,12
89,6.8,2.00E+06,653621,2
105,8.3,NA,4311834,10
104,7.4,1.10E+07,13214255,10
129,7.6,4.50E+07,88504640,3
95,8.3,1.75E+08,356454367,6
103,6.8,1500000,53991137,9
106,6.6,5.00E+06,83574831,9
97,6.1,1.00E+07,52200504,6
118,7.2,4.60E+07,67263182,3
110,4.1,7.50E+07,97360069,7
126,6.5,5.50E+07,34098563,6
119,6.3,1.10E+08,129995817,3
169,8.6,1.65E+08,187991439,11
88,6.6,750000,47329,5
110,5.8,5.00E+07,18472363,9
94,5.3,1.00E+07,NA,2
89,5.8,5.00E+07,47553512,8
148,8.2,1.50E+07,18352454,9
125,6,5.00E+07,127997349,3
100,6.3,6.00E+07,35096190,9
123,8,385907,NA,9
100,5.5,1.20E+07,4884663,4
107,5.3,1.00E+07,NA,9
134,7.4,6.00E+07,37479778,12
101,6.5,3500000,220234,1
75,7.7,750000,NA,1
91,7.1,5500000,1292119,11
126,7.9,1.40E+08,318298180,8
124,7,2.00E+08,312057433,4
195,7.2,2.00E+08,408992272,4
121,6.2,2.50E+07,NA,3
107,4.2,5.10E+07,14375181,5
95,5.3,3.60E+07,2954405,1
197,7.6,9400000,46300000,11
118,8.6,3180000,NA,12
90,7.4,NA,120620,9
120,6.6,8.50E+07,112703470,12
101,7.2,8.00E+06,6350058,7
100,6.9,2.00E+06,14673301,2
65,8.2,325000,NA,2
137,6.6,3.50E+07,37304950,11
176,6.9,7217600,3047539,11
91,3.4,7.90E+07,74158157,11
90,6,2500000,NA,10
130,7,6.00E+07,80033643,12
105,6.2,6.00E+07,50549107,1
114,6.3,1.95E+08,65171860,2
101,7.1,2.00E+07,117224271,10
92,7.1,NA,72755517,9
87,6.6,5.00E+06,64267897,10
154,7.5,1.20E+07,39647595,12
107,5.1,5.00E+07,9795017,10
120,6.5,1.50E+07,4956401,9
98,5.8,2.50E+07,1512815,1
125,7.1,7.00E+07,62647540,11
123,7.1,1.20E+08,108521835,7
91,4.3,2500000,15935068,8
85,4.4,1.10E+07,12610731,7
87,5.4,3500000,3071947,1
130,8,8.00E+06,260000000,6
131,5.7,2.00E+07,102922376,6
92,2.8,2.30E+07,20763013,7
104,6.9,2.20E+07,30059386,8
90,6.1,1.00E+07,37470017,7
83,6.5,1.00E+07,4244155,9
139,5.7,1.40E+07,2474000,3
107,5.1,1.60E+07,16204793,9
139,7.3,5.00E+07,153620822,12
134,6.9,4.00E+07,47034272,6
102,6.2,3.50E+07,25266129,3
107,7,2500000,1282084,9
206,8,4.00E+07,70405498,12
99,6.2,1.00E+06,NA,1
82,6,3.00E+07,80920948,12
118,6.4,1.50E+07,399879,7
94,5.4,6.00E+07,60573641,11
117,6.9,4.00E+06,371897,4
91,5.9,17700000,27087695,4
98,5.5,3.80E+07,22770864,12
132,6.6,263700000,73058679,3
116,7,3.60E+07,71026631,2
87,6.1,3.50E+07,27972410,4
101,6.3,4.50E+07,8129455,9
97,5.8,5.00E+05,NA,8
97,4.3,1.20E+07,31179516,4
81,4.7,4.70E+07,10539414,6
82,6.6,1.40E+07,25571351,10
98,5.3,2.20E+07,14252830,4
94,5.8,7.90E+07,103812241,1
93,5.8,4.50E+07,101702060,7
124,6.6,6.00E+07,56443482,4
97,6.6,2.30E+07,21973182,10
118,5.7,2.50E+07,30920167,1
186,8.3,3.00E+06,NA,12
117,7.4,7840000,NA,10
123,7,4.00E+07,94125426,8
88,6.1,8.50E+07,80170146,2
112,5.7,6600000,37295394,5
96,7.5,7500000,143492840,12
127,5.4,1.76E+08,47375327,2
127,8.1,6.30E+07,356784000,6
92,5.9,9.30E+07,181166115,7
124,7,1.50E+08,652177271,6
117,6.4,8.00E+07,103028109,2
95,6.7,5.80E+07,48291624,9
97,6.7,3.00E+06,39852,10
95,5.4,1.80E+07,56127162,1
103,5.3,2.80E+07,17324744,11
84,5.8,4.00E+07,4777007,4
100,5.8,NA,21520719,5
115,1.6,1.30E+07,73000942,2
91,4.5,15600000,13571817,6
138,6.7,1.00E+08,35168677,7
120,7.4,4.80E+07,50173190,10
89,4.4,6.00E+07,66734992,1
116,6.3,1.90E+07,1292527,8
NA,7,1.00E+06,NA,7
123,6.4,4.80E+07,47095453,12
93,5.9,1.20E+07,25240988,6
100,6.4,1.50E+07,20566327,4
128,6.4,3.00E+07,37036404,4
90,5.4,NA,4328294,5
89,7.5,NA,7705974,9
75,6.7,2500000,32230907,7
141,4.3,NA,352684,12
85,5.8,2.00E+07,NA,7
117,7.7,3.00E+07,48043505,3
103,6.6,2.80E+07,28751715,7
90,9.1,1.70E+07,NA,7
95,5.6,4.50E+07,52580895,5
80,7.8,NA,NA,9
91,7,1500000,7417210,7
111,8.1,3.00E+07,70098138,10
137,8,3.00E+07,66207920,4
95,6.3,5.00E+05,26297,9
112,7,5.00E+06,2445646,10
116,6.5,3.50E+07,25093607,9
98,6.7,1.10E+07,1987762,9
100,5.4,7.50E+07,47000485,6
97,6.2,1.50E+07,14938570,9
99,6.5,1500000,418953,10
111,6,2.60E+07,91457688,12
95,4.1,1.50E+07,4006906,4
201,7.2,2.07E+08,218051260,9
194,7.2,1.30E+08,47396698,5
97,5.9,5.00E+05,17000000,8
117,6.9,2.70E+07,24944213,7
118,7.1,1.10E+07,10214647,9
103,7.6,1.50E+07,4235837,9
101,5.9,4.00E+07,14942422,4
98,6.6,2.50E+07,36833473,7
100,5.7,5.00E+05,31937,1
115,6.6,2.70E+07,60491560,10
97,6.7,1.00E+06,7022940,4
101,6.7,1.00E+07,17655201,7
90,6,6.00E+08,1602466,5
117,6.3,1.17E+08,76418654,6
91,4.8,3.50E+07,10076136,9
92,6.1,NA,11632420,9
133,7,3.00E+07,148734225,6
121,6.2,5.00E+07,79948113,3
98,6.2,1.50E+07,42592530,11
116,6,2.70E+07,NA,7
97,6.6,3.00E+06,NA,10
134,7,2.80E+07,5532301,12
100,6.5,2.50E+07,129115,8
92,7.6,1.30E+08,215395021,6
90,7.3,1.50E+08,165230261,5
95,7.2,1.45E+08,143523463,1
81,6.2,1.00E+07,16033556,1
100,5.7,930000,20186,6
138,8.3,3.50E+07,64604977,9
108,6.8,6500000,54215416,7
106,7.4,1.10E+07,NA,12
106,6.8,3500000,886410,4
111,6.9,1.80E+07,13362308,12
115,6.5,5.50E+07,74540762,10
110,5.6,7.00E+07,42272747,7
118,6.7,4700000,1705139,4
121,7,2.00E+07,NA,3
144,8.2,1.20E+08,NA,1
89,6.1,1400000,NA,6
152,8.3,NA,23807,9
82,5.6,2.70E+07,31768374,7
110,6.1,2.20E+07,39263506,9
97,6.2,1.50E+07,20433940,6
102,5.4,1.00E+08,49392095,6
117,5.5,9.50E+07,65653758,7
100,5.7,1.15E+08,131144183,6
98,6.1,3.00E+07,35565975,6
89,3.1,4.00E+06,15655665,3
106,7.4,1.20E+07,5949693,10
130,6.2,7.00E+07,50016394,6
112,6.4,4.50E+07,38360195,5
109,7,1.20E+07,2326407,9
105,6.6,2.80E+07,63910583,10
107,7.2,850000,819939,7
118,7.4,5.00E+07,73343413,10
227,8.4,1.50E+07,6000000,12
90,5.9,2.80E+07,17848322,4
105,7.4,4.00E+06,2338695,9
93,7.2,3850000,611709,5
100,6.4,1.90E+07,12561,1
114,6,5.80E+07,31199215,3
111,7.6,3600000,31968347,10
110,3.1,1.60E+07,13998282,10
116,5.9,4.00E+07,49851591,6
96,6.2,1.80E+07,95001351,7
95,4.6,4.50E+07,89808372,7
132,7,3.00E+07,1865774,9
101,7,8.00E+07,55673333,7
88,5.6,7.00E+07,8460990,6
133,7.5,3.00E+07,66528842,12
100,5.2,2.60E+07,40168080,1
158,7.6,6.10E+07,148775460,3
107,7,5.00E+07,700000,1
104,6.5,1.70E+07,82389560,8
90,6,NA,4613815,11
82,5.4,5.00E+06,NA,12
116,7.2,2.00E+07,12134420,10
121,6.7,3.50E+07,144731527,5
127,6.6,1.40E+08,129734803,7
141,7.9,1.90E+07,13753931,12
110,6.3,3500000,2848578,4
105,6.5,3.00E+07,53021560,5
86,6.8,4.50E+07,181395380,3
133,6.6,3.20E+07,34667015,7
91,5.3,3.50E+07,43792641,7
125,7.5,1.80E+07,15561627,10
98,6.5,NA,278821,10
127,8,1.20E+08,124976634,11
103,5.8,4.00E+07,14448589,4
101,6.1,2.50E+07,NA,6
99,6,1.30E+07,5871603,11
103,6.8,5.00E+06,1100000,8
81,6.9,4900000,56536016,7
90,6.7,250000,3388210,10
99,5.1,3.00E+07,51432423,7
85,7.2,8.00E+07,145771527,6
126,7.1,8.00E+06,1997807,6
150,7.4,6.50E+07,182204440,11
156,8.4,3.50E+07,NA,4
92,6.2,3.50E+07,14998070,10
90,5.7,NA,112521,5
100,5.6,NA,NA,9
105,5.2,3.50E+07,20422207,8
106,7.4,2.00E+07,6420319,4
137,7.6,2.60E+07,5459824,10
98,5.5,1.00E+08,148383780,12
101,7.9,8.00E+06,59889948,7
90,5.3,8.00E+07,39442871,11
102,6.9,2.50E+07,38747385,12
97,7,NA,4595000,11
115,7.3,1.50E+07,50003300,4
121,6.8,7.00E+06,35400000,7
129,7.2,1.10E+08,134520804,6
100,6.6,1.20E+07,12902790,10
120,8.2,960000,3650677,3
95,6.1,2.00E+07,14291570,4
119,6.8,9.00E+06,25000000,6
97,4.3,1.10E+07,NA,3
152,7.7,2.00E+06,NA,6
92,6.6,14000,12667,2
99,5.9,6.00E+07,62401264,3
85,7,5.00E+05,NA,12
135,7.6,5.00E+06,13269963,6
121,7.6,4.00E+07,125069696,12
107,6.3,5.00E+06,12200000,4
91,6.6,5.00E+05,154077,11
91,5.7,8.00E+07,20950820,11
119,7.4,3.00E+07,66468315,9
110,7.3,NA,NA,2
122,7.6,5.00E+07,24127895,9
107,7.1,2.50E+07,11008432,6
98,5.3,2.00E+07,15464026,7
100,4.8,7.00E+06,NA,4
130,5.1,8.00E+07,69102910,4
101,7.8,4.00E+06,44566004,8
97,4.8,2.80E+07,16779636,10
99,4.9,NA,24708699,8
87,7.2,3.00E+06,252726,10
124,7.2,1.50E+07,27441122,4
112,6.7,3.00E+07,32357532,11
129,7.7,4.50E+07,59365105,9
93,7.1,NA,2542264,1
76,6.4,250000,212285,8
109,5.6,1.80E+07,22927390,9
139,6.4,4.50E+07,4584886,10
104,7.4,1.00E+07,12514138,3
88,6.1,550000,NA,10
89,6.2,1.00E+06,NA,11
117,5.7,2.50E+07,134904,6
94,5.8,4.00E+06,2800000,9
107,5.7,1.70E+07,26284475,11
91,6.9,250000,4186931,8
90,7.3,5.00E+06,124720,1
76,6.7,1.00E+06,NA,3
107,6.2,6.00E+06,54606,8
110,7.8,2.70E+07,22494487,2
105,5,6.50E+07,10014234,10
124,5.9,5.50E+07,5755286,5
89,6.4,4.00E+07,126546825,7
95,5.5,1.00E+07,8460995,5
105,6.7,10500000,26589953,9
107,5.6,2.00E+07,7268659,9
129,6.8,3.00E+07,537580,9
115,6.2,5.00E+07,10556196,11
105,7.5,NA,8044906,5
93,7,2.00E+05,NA,4
107,6.2,12305523,36200000,6
120,8.1,1.50E+08,153629485,5
104,5.8,2.20E+07,20668843,1
86,6.9,7.50E+07,193136719,2
93,6.9,1.45E+08,216366733,6
89,6.7,1.50E+08,179982968,10
95,6.4,5.00E+06,5308707,7
113,7.2,7200000,1094798,9
101,5.8,4.00E+07,46012734,5
107,5,6.00E+06,63231524,2
114,4.8,2.00E+07,65623128,6
103,4.1,NA,90485233,2
94,6.5,NA,508867,1
95,5.6,8500000,131175,5
110,6.1,7.00E+06,113709992,6
115,5.7,14800000,66009973,7
188,8,3.70E+07,22450975,12
105,5.1,5.50E+07,93815117,12
152,6.8,3800000,14873,4
107,7.2,1.10E+07,49797148,2
202,7.7,3.30E+07,48169908,5
97,7,1.80E+08,241407328,5
86,5.1,1.60E+07,34308901,4
123,7.2,6.00E+06,2122561,10
92,5.6,1.00E+07,3060858,5
100,6.2,2.00E+07,71588220,1
92,6.7,5.00E+06,6239558,6
108,6.3,5.20E+07,143704210,7
143,7.2,2.25E+08,291021565,6
100,5.4,4.00E+07,19118247,2
115,6.2,2.00E+07,37442180,9
102,6.6,4.20E+07,18600911,1
146,7.7,7.00E+07,77862546,9
118,7.4,5.20E+07,34580635,12
90,7.8,1.00E+06,2957978,7
141,7.1,3.50E+07,8324748,12
139,7.4,14200000,74205,5
89,6.1,6.00E+06,12843,9
79,7,24000,NA,1
117,7.4,NA,4806750,10
107,6.3,9.00E+06,1000000,9
80,2.8,2.00E+07,1646664,8
186,6.5,1.40E+07,46495,9
107,7.1,3500000,5354039,9
123,6.4,4.00E+07,15962471,8
115,7.1,6.00E+07,143151473,12
87,4.2,5.00E+07,33643461,6
91,6.3,1.20E+07,1506998,9
106,6.3,7.00E+07,37754208,12
88,5.4,1.50E+08,21379315,3
102,6.9,NA,2981638,10
106,6.8,2.70E+07,7486906,11
113,5.4,3.00E+06,19184015,8
98,6.7,2.30E+07,12782508,12
139,7.8,6.00E+06,102300000,8
108,5.8,4.70E+07,5600000,2
112,5.5,NA,533344,8
138,7.4,1.50E+08,93926386,11
119,7.7,1.50E+07,23089926,10
140,7.8,2600000,3130592,9
111,6.8,2.00E+07,42652003,1
91,5.3,1.20E+07,17292381,10
103,5.4,3.50E+07,40687294,10
101,5.4,2.50E+07,14095303,9
93,6.7,5.00E+05,145540,1
129,7.4,1.70E+07,44469602,2
107,6.8,2.50E+07,1186957,11
91,7.4,2.00E+06,3885134,6
110,7.6,2.00E+07,56154094,6
116,6.5,5.10E+07,90567722,6
90,7.3,5.00E+05,603943,1
97,7,1.70E+07,86049418,4
99,6.5,2500000,92191,12
112,7.4,5.00E+05,32645,10
106,6,4.00E+07,45500797,2
104,6.5,NA,977600,9
90,4.9,6.00E+07,11802056,7
178,7.1,9.00E+07,44606335,11
93,3.9,2.40E+07,4308981,3
106,6.3,8.00E+07,279167575,12
108,7,5.50E+07,166225040,10
86,2.7,3.00E+07,38232624,1
99,3.5,2.00E+07,5333658,6
95,7.3,1.30E+08,148337537,10
104,4.1,2.20E+07,5974653,9
130,7.1,7400000,3029870,5
113,8.5,9.00E+06,25530884,10
145,7.3,8.50E+07,57010853,12
99,5.9,4.00E+07,14358033,2
98,7.3,9.00E+07,250147615,7
106,6.8,2.25E+08,179020854,5
88,6.1,1.40E+08,190418803,7
129,7.2,3.20E+07,48814909,9
76,5.8,8600000,NA,9
102,6,7500000,4239767,9
97,7.5,3500000,27900000,5
111,6.1,6.00E+07,32940507,4
106,5.6,6.00E+05,171988,10
131,6.1,5.50E+07,52799004,2
108,4.9,1.60E+07,NA,10
145,8.3,6.00E+06,26435,1
98,7.5,225000,2938208,8
119,7.3,2.50E+07,49024969,9
133,7.1,2.80E+07,11030963,10
46,7.5,NA,18642318,5
102,5.8,4.00E+07,33864342,8
97,6.5,2.00E+05,78030,10
113,7.9,3600000,NA,5
94,7.7,1.70E+07,56816662,5
155,6.6,3.00E+07,25078937,11
126,7.6,3.00E+07,38413606,7
112,6.7,1.80E+07,3707794,2
114,5.6,9.00E+07,50628009,7
128,7.6,2.00E+07,31838002,11
124,7,2.50E+07,36447959,5
132,8.1,3.00E+07,100422786,12
101,6.4,2.70E+07,4476235,5
91,6.4,7.40E+07,336029560,6
145,7.7,1.02E+08,132014112,6
135,7.5,2.80E+07,64371181,2
160,6,4.50E+07,7916887,9
109,6.8,1.30E+07,61693523,3
106,5.6,8.50E+07,64933670,3
101,6.9,4.00E+06,864959,1
112,6.2,3.50E+07,30691439,8
106,5.3,1.10E+07,NA,2
109,6.2,4.50E+07,106807667,12
115,5,4.50E+07,48472213,3
129,5.6,5500000,NA,9
90,5.1,6.00E+06,4542775,3
88,7,3.00E+07,2975649,12
114,5.6,9.00E+07,60874615,3
110,7.1,8.00E+07,180965237,5
133,7.4,1.45E+08,209364921,12
131,7.4,1.50E+08,195000874,7
123,6.1,1.25E+08,215397307,5
124,6.9,1.50E+08,133382309,5
129,6.5,1.00E+07,16153600,8
115,7.4,4500000,NA,6
93,5,8.00E+06,NA,12
87,8.6,1500000,163245,2
120,7.3,1.60E+07,634277,8
102,5.8,2.10E+07,15593,10
129,6.7,5.00E+06,NA,9
98,5.4,5.00E+06,10429707,3
117,6.4,6.50E+07,63695760,12
98,6.7,2.70E+07,41008532,5
97,6.1,2.50E+07,41067398,8
105,5.6,6.80E+07,35324232,11
133,7.6,5.00E+07,75605492,9
93,4.7,7.50E+07,5409517,2
114,7.4,7.00E+06,13876974,8
109,7.3,4500000,34468224,1
112,7.1,4.00E+06,31252964,11
101,5.5,6.00E+07,82931301,5
91,6.6,7.50E+07,73661010,7
94,6.4,5.00E+05,237301,6
104,7.3,2.00E+08,268488329,6
92,8.1,1.15E+08,289907418,11
109,5.8,2.00E+07,23179303,7
91,8.3,229575,1229197,3
97,7.9,5.00E+06,5009677,6
112,6.7,2.10E+07,6830957,9
126,6.3,3.40E+07,62700000,6
94,7.8,1.60E+07,45507053,5
107,6.5,4.00E+07,30993544,8
101,5.8,1.80E+07,70360285,8
95,3.7,3.00E+07,35927406,11
107,5.5,6.00E+07,7605668,1
97,6.7,NA,267194,1
125,7.2,4825000,1110286,11
90,4.7,5.00E+06,92900,1
127,7.6,52500000,57386369,3
94,4.3,6.00E+06,8828771,1
126,6.5,1.20E+08,186336103,1
90,6.3,2.50E+07,32553210,3
104,8,8.00E+06,NA,9
96,5.8,5.00E+07,126203320,6
143,7.3,6500000,82528097,12
92,6.9,1.45E+08,111505642,2
94,6,5.50E+07,68218041,6
120,8.2,1500000,NA,10
150,6.8,8200000,3958500,10
103,7.1,2.00E+07,11034436,9
125,6.9,2.50E+07,219200000,11
105,6.2,2.50E+07,10070000,4
111,7.4,8.00E+06,22551000,5
130,7.4,1.00E+07,21589307,5
88,7.5,9.00E+07,120618403,6
147,8,1.50E+07,7219578,5
117,6,4.50E+07,20101861,7
112,6.9,2.80E+07,4554569,9
163,7.6,7.00E+07,47379090,12
87,6.2,2.40E+07,16290976,7
119,6.4,5.00E+07,51178893,3
115,6.1,5.00E+07,31874869,4
88,7.8,1750211,1523883,7
95,6.5,NA,50562555,2
98,5.9,3.00E+07,43894863,7
82,2.8,1500000,NA,9
109,6.9,NA,NA,3
86,4.5,NA,17321573,1
97,6.9,650000,NA,9
112,5.9,4.00E+07,19151864,9
105,6.3,4.60E+07,126805112,6
95,6.6,5.00E+06,241437427,2
94,6.1,1.80E+07,59573085,3
80,3.3,3.00E+06,NA,3
101,5.5,1.50E+07,51527787,1
95,6.7,1.00E+07,866778,5
90,4.6,1.40E+07,15549702,8
120,7.5,1.10E+07,52929168,3
90,6.6,1100,85222,8
95,7,5.00E+06,34099640,1
83,6.9,NA,246574,1
170,7.9,1.70E+07,72000000,10
94,4.9,6.50E+07,36830057,2
101,6.5,21500000,22294341,12
102,6.8,16500000,59847242,11
90,5.7,1.00E+06,NA,6
98,5.9,1.70E+07,8662318,2
106,7.6,2.00E+06,395592,3
84,6.3,1500000,173066,10
128,8,1.20E+07,4018695,2
104,7.1,2500000,6401336,10
109,7.4,3.00E+07,49185998,6
107,4.8,2.50E+07,14637490,10
86,6.8,1700000,992238,8
95,5.1,3.00E+07,22526144,6
99,7,6400000,14597405,10
121,6,6.50E+07,29655590,8
119,6.7,2.80E+07,8888143,10
104,6.2,6.00E+06,12793213,10
138,8,2.50E+07,90135191,10
92,5.7,3.20E+07,80197993,6
128,7.3,NA,1207007,3
99,5.9,2.00E+07,25584685,6
97,6.6,2.50E+07,47124400,10
92,6.9,4.00E+05,44540956,6
105,7.2,7500000,10460089,1
98,7.4,1.50E+07,61400000,7
131,6.9,1.00E+08,173005002,11
107,6.5,7.00E+05,10508,10
97,3.4,NA,NA,10
115,7.8,1.20E+07,17613460,9
132,6.5,6.60E+07,43568507,3
97,6.4,1.80E+07,150056505,12
92,6,3.50E+07,55291815,5
96,7.1,2.00E+07,28876924,7
121,8.1,3800000,NA,11
98,6,5.00E+05,295468,7
110,6.6,2.00E+07,24848292,3
90,5.8,3.00E+06,NA,9
103,7.2,1.50E+07,2412045,9
121,6.2,3.60E+07,55500000,10
97,5.6,8.00E+06,16699684,1
107,6.4,8.00E+06,18090181,10
113,5.7,5.60E+07,54540525,12
91,4.8,3.00E+07,14018364,5
124,6.4,1.50E+07,10763469,3
136,6.7,1.40E+07,NA,6
95,6.4,9000,4584,12
84,5.9,3.00E+06,10017041,2
98,6.1,9500000,57176582,1
104,6.7,1.00E+06,3386698,8
92,7.1,1250000,NA,1
132,7.2,1.00E+07,1309849,12
90,6.7,9.00E+06,31487293,10
108,6.4,1.10E+08,250863268,10
105,5.9,1.50E+08,177243721,5
98,6.2,1.27E+08,113733726,12
96,8,114000,NA,10
104,6.5,4200000,1487477,11
117,7.9,8500000,32279955,10
99,6.4,5.00E+06,NA,3
96,6,3.70E+07,48006503,4
118,5.8,8.00E+07,19673424,12
83,5.5,2.00E+06,NA,1
99,6.4,4.00E+07,38105077,9
212,7.1,5.00E+07,13560960,12
122,8.1,2.50E+07,74273505,11
102,8.3,2.00E+06,1430185,7
103,6.8,5.00E+06,27285953,8
84,5.6,13200000,52543632,6
88,4.9,2.00E+06,NA,5
104,6.3,2.80E+07,43097652,7
108,6.2,2.50E+07,70625986,1
138,5.8,1.25E+08,101160529,9
106,7,5.00E+07,91439400,11
126,7.3,3.50E+07,18324242,2
103,6.4,1900000,1420578,1
99,5.7,1.60E+07,37882551,12
93,5.1,6.00E+05,35688,9
99,6.1,8.00E+06,10572742,1
92,7.4,1.50E+07,17508670,12
90,6.3,NA,NA,9
98,6.7,2.50E+07,44455658,7
124,7,4.20E+07,116006080,5
95,5.8,6.00E+06,2025238,11
103,7.2,NA,NA,5
125,7.3,7.50E+07,117698894,5
129,6.9,9.00E+07,64685359,6
98,7.2,NA,1445366,12
94,5.5,1.50E+07,22189039,1
110,6.3,2.40E+07,25167270,9
109,4.3,6.50E+07,123307945,7
95,6.2,5.00E+06,16017403,8
107,7.8,2.60E+07,45506619,8
124,7,1.20E+08,89021735,4
86,5.8,1.80E+07,23993605,4
84,6.8,NA,3122616,6
116,7.8,8.50E+07,183405771,12
122,6.9,8.50E+07,117144465,6
125,6.4,1.10E+08,125531634,12
104,7.8,4.00E+07,19406406,10
107,6.8,NA,5355847,10
131,6.6,27500000,67900000,6
104,6.5,5.00E+06,27689474,9
89,7.8,1.00E+07,10824921,2
88,5.4,3.50E+07,49474048,11
76,6.7,3.00E+05,255352,1
88,7.2,2.40E+07,74608545,2
120,8.4,3.00E+06,2181290,11
130,6.9,5.00E+07,1987287,11
153,7.5,1.00E+07,16800000,9
119,6.5,7.00E+07,98895417,3
101,4.4,5.00E+07,38590500,2
142,6.8,7.00E+06,22800000,12
85,4.1,1.60E+07,4356743,10
86,6.9,NA,NA,9
137,6.1,2.50E+07,717753,5
108,8.2,910000,9600000,6
85,7.9,180000,9437933,3
97,7.3,1.00E+06,144431,1
251,8.4,3.00E+07,5300000,2
102,6.4,2.90E+07,55845943,9
111,6.8,1.20E+07,548934,9
107,7,1.50E+07,13766014,3
106,4.1,1.00E+07,28873374,8
133,8.7,4400000,112000000,11
91,5.3,4.00E+07,26404753,1
96,6.8,1.20E+07,31597131,8
121,6.2,11350000,229311,8
87,3.9,2.70E+07,26876529,1
123,6.3,2.00E+07,13391174,10
127,7,3.00E+07,23209440,9
90,5.7,4800000,778565,5
99,6.7,6.00E+06,3273588,8
139,7.5,2.20E+07,58328680,8
85,5.5,3.00E+06,NA,4
83,6.2,8.50E+07,84303558,5
68,7.1,NA,NA,11
79,5.7,5.00E+05,30500882,8
126,8.1,NA,NA,1
124,7.8,6.00E+06,54800000,9
92,6.2,1.00E+06,582024,9
118,6,4.20E+07,16252765,8
123,7,NA,41573740,7
83,7.4,46000,1127331,5
132,6.7,1.60E+07,1508689,12
95,6.2,7.00E+07,13596911,8
89,4.4,5.00E+06,50820940,10
107,6.1,2.80E+07,6998324,9
103,4.9,1.40E+07,20246959,3
90,6.4,5.00E+06,24809547,8
108,6.4,NA,3108216,5
89,6.3,1.10E+07,13903262,3
161,7.2,3.10E+07,87100000,12
123,7,4.80E+07,37339525,6
100,7.3,NA,728,7
92,4.7,NA,NA,8
116,6.8,2.20E+07,11326836,12
114,6.5,5.00E+07,40905277,7
127,6.6,5.00E+07,67823573,3
96,6.4,7.00E+06,7292175,8
95,5.2,1.00E+07,7563670,2
83,6.8,8.00E+07,155019340,4
104,7.2,1.00E+07,1011054,5
126,7.1,3.00E+07,53680848,11
133,7.2,1.50E+08,199228,12
131,7,1.90E+08,101785482,7
95,7.2,5.50E+07,76137505,11
129,6.5,2.60E+07,49874933,4
158,6.7,2.00E+07,NA,10
115,7.3,6900000,41400000,6
100,6.3,NA,750100,5
111,5.8,1.50E+08,34964818,3
124,6.6,1.50E+07,NA,6
108,6.8,3.30E+07,10326062,9
112,6.8,4.80E+07,95308367,3
84,5.8,2.00E+07,15712072,9
109,6.4,1.20E+07,31990064,6
84,6.3,15000,107917283,9
98,5.7,3.00E+06,84749884,10
94,5.8,5.00E+06,104007828,10
96,4.6,5.00E+06,53884821,10
101,5,5.00E+06,32453345,1
92,7,6.00E+07,55994557,8
105,6.1,2.50E+07,77264926,12
120,7.3,1.30E+07,4857376,5
118,6.2,3.50E+07,17609982,1
98,6.3,5.00E+06,296665,6
114,6.5,2.00E+07,NA,10
106,7.4,4638783,NA,5
115,6.7,5.00E+07,135014968,12
95,6,8.00E+06,108662,4
117,6.9,4.50E+07,83287363,6
172,8,1.20E+07,NA,1
109,7,4.00E+07,37371385,2
91,5.2,2.60E+07,20819129,1
94,4.4,3.00E+07,71038190,4
123,7.2,4.00E+07,33508922,10
90,7.1,5.00E+07,81517441,2
119,6.3,6.00E+07,53789313,12
79,6.5,8.00E+06,4350774,4
80,8.3,70000,NA,1
120,7.3,1.00E+07,1055654,3
184,6.1,1.40E+08,198539855,5
95,5.3,1.50E+07,9123834,5
103,6.3,1.80E+07,41382841,10
92,6.7,1.32E+08,83348920,11
99,5.8,1.00E+05,NA,12
100,5.5,2.20E+07,121972,11
118,5.9,9.50E+07,88761720,2
106,5.9,9.00E+07,68558662,8
147,7.5,5.00E+07,2208939,9
89,8,7300000,4443403,5
103,6.6,11500000,57469179,4
102,7.3,6.50E+07,NA,8
97,6.5,3.00E+06,7282851,7
99,3,3.00E+06,7059537,1
123,6.4,3.20E+07,104632573,7
125,7.7,2.60E+07,77324422,12
98,7.6,1.20E+07,37707719,11
