duration,imdb_score,budget
95,6,8.00E+06
117,6.9,4.50E+07
172,8,1.20E+07
109,7,4.00E+07
91,5.2,2.60E+07
94,4.4,3.00E+07
123,7.2,4.00E+07
90,7.1,5.00E+07
119,6.3,6.00E+07
79,6.5,8.00E+06
80,8.3,70000
120,7.3,1.00E+07
184,6.1,1.40E+08
95,5.3,1.50E+07
103,6.3,1.80E+07
92,6.7,1.32E+08
99,5.8,1.00E+05
100,5.5,2.20E+07
118,5.9,9.50E+07
106,5.9,9.00E+07
147,7.5,5.00E+07
89,8,7300000
103,6.6,11500000
102,7.3,6.50E+07
97,6.5,3.00E+06
99,3,3.00E+06
123,6.4,3.20E+07
125,7.7,2.60E+07
98,7.6,1.20E+07
81,7.1,1.30E+07
84,7.5,60000
80,7.1,3.00E+05
117,7,2.70E+07
108,6.1,10000
65,6.7,27000
97,7.4,1200000
88,7.5,2600000
88,5.5,2.40E+07
169,7.1,3.00E+08
151,7.3,2.25E+08
136,6.7,2.50E+08
143,8.1,1.40E+08
112,7.1,2.30E+07
112,7.2,1.70E+07
115,6.5,2.90E+07
106,5.6,8.80E+07
91,6.1,7.00E+07
119,5.7,1.00E+08
102,6,1.00E+07
120,8.1,6.00E+06
124,5.4,2.40E+07
105,5.7,3.50E+07
90,6.6,NA
99,5.4,NA
84,6.6,5.50E+07
136,7.3,2900000
109,5.9,1.40E+07
92,7.4,3.00E+06
114,5.3,1.05E+08
93,5.6,1.60E+07
96,6.7,4500000
83,3.3,6200000
127,7.3,NA
122,7,6.00E+06
120,7.4,10700000
98,4.5,10500000
105,5.6,8.00E+07
95,6.7,1500000
68,6.4,2.00E+07
99,7,4.00E+06
81,5.2,3.00E+06
94,6.2,4.00E+06
98,5.6,1.60E+08
88,5.3,1.50E+07
103,6.2,5.00E+05
104,5.1,7500000
104,6.1,4.80E+07
109,7.3,1.00E+07
107,7.8,1.50E+07
103,6.2,3.50E+07
107,6.4,4.00E+07
106,6.8,8.00E+06
91,6.5,3.50E+07
96,5.9,2.00E+07
125,6.9,1.40E+07
135,7.8,2.80E+07
130,6.7,3.00E+07
108,5.8,2.80E+07
87,5.7,6.00E+07
143,6.7,6.50E+07
77,7,7000
116,6.6,2.00E+08
97,6.2,9.00E+06
102,5.9,1300000
153,8.1,4.60E+07
109,6.1,1.00E+07
106,6.4,1.20E+07
93,6.7,1.20E+07
104,5.4,8.00E+06
89,3.9,2.00E+07
124,7,1.30E+08
106,6.6,1.50E+07
135,6.2,6.50E+07
102,5.4,1.20E+07
108,8.5,806947
85,6.3,1500000
140,7,1.00E+08
178,8.9,8.00E+06
90,4.7,2.00E+07
95,7.3,2.50E+07
103,6,3.50E+07
103,6.6,4.00E+06
124,6,3.80E+07
103,5.6,1500000
106,6.7,2.00E+08
89,6,1.20E+07
98,6.8,1.10E+07
101,5.2,3.50E+07
119,6.8,2.00E+07
124,7.4,13500000
90,7.1,4.00E+05
171,7.2,7623000
96,5.6,1.30E+08
99,6.1,5500000
94,7.5,6.00E+06
91,7,5.00E+06
134,7.1,NA
98,5.7,6.50E+07
113,6.7,NA
102,5.2,NA
109,6.9,3.50E+07
88,7.6,1.60E+07
114,6.9,3.50E+07
121,8.3,1.80E+07
115,8.5,1.80E+07
133,8,2.50E+07
119,4.7,3.60E+07
103,5.9,1.50E+07
91,6,1.20E+07
119,6,5.00E+07
88,7.2,8.00E+05
87,5.7,6.30E+07
96,6.4,4.40E+07
103,6.7,1.50E+07
80,6.3,NA
133,5.1,6.40E+07
157,8.4,NA
107,7.2,1.35E+08
139,6.6,8.00E+07
107,6.4,2.00E+07
112,6.4,4.80E+07
111,8,1.50E+08
101,7.1,1.20E+07
178,7.7,4.00E+07
88,5.1,9500000
107,5.3,2.40E+07
127,7.1,1.10E+08
90,7,3.00E+06
130,8.2,1288000
82,6.5,2.30E+07
111,7.1,5.80E+07
116,6.7,8.40E+07
114,6.4,16900000
92,7.5,8500000
124,7.2,7.80E+07
85,6.5,2.60E+07
114,6.2,1.40E+07
106,5.7,7.00E+07
100,5.4,4.20E+07
126,7.8,3.00E+06
89,5,17900000
88,6.2,4.00E+06
125,5.9,5.80E+07
90,6.2,5.00E+06
99,6.8,7.00E+06
95,5.9,NA
195,7.5,3.50E+07
106,5.7,NA
101,6.2,6.00E+07
124,7.5,2.00E+07
124,5.7,3.40E+07
101,7.7,2500000
113,7.2,1.60E+07
120,7.8,3.00E+07
105,6.7,1.40E+07
128,6.1,4.00E+07
122,6.8,27500000
84,5.9,1.00E+07
135,7,4.00E+07
92,6.9,1500000
119,6.3,3.20E+07
150,6.7,8500000
102,8.4,4500000
120,7.3,1.00E+07
99,8.4,1200000
100,6.7,3.30E+07
97,5.9,6.00E+07
98,6.2,4.50E+07
94,6.3,4.50E+07
96,5.4,6.50E+07
180,7.2,NA
92,4,NA
112,6.8,1.30E+07
115,6.9,2.40E+07
72,5.8,2.00E+07
109,6.7,2.50E+07
102,5.1,1.10E+07
119,7.3,3.50E+07
104,7.5,6.00E+06
127,6.4,3.80E+07
99,6.2,2.50E+07
102,5.9,4.00E+07
148,6.8,3.50E+07
105,7.9,NA
132,6.4,4.80E+07
101,6,6.00E+07
96,7,9.00E+07
101,6.4,1.03E+08
110,6.7,3.00E+07
97,7.3,1.45E+08
105,7.6,9.30E+07
107,6.3,2.00E+07
99,7.1,1900000
86,7.1,NA
98,6.1,1500000
114,6.5,1.70E+07
117,7.7,8.00E+07
94,6.5,15600000
102,6.4,1.70E+07
139,6.9,2.80E+07
106,6.6,5.00E+06
156,6.7,2.00E+08
155,6.9,4.80E+07
117,6.2,1.00E+08
104,3.9,23500000
89,7.1,2500000
91,6.3,7.50E+07
136,5.9,7.50E+07
105,6.2,5.70E+07
90,4.6,2.00E+06
150,7.5,NA
145,8.1,960000
139,7.2,2.40E+07
91,7.5,160000
101,6.9,2.80E+07
112,6,NA
98,3,7.00E+07
105,6.3,NA
120,6.8,14500000
100,6.6,11500000
115,6.1,2.50E+07
122,7.3,5.50E+07
118,8.3,1.30E+07
136,8,2300000
103,6.6,5.00E+06
121,7.4,1.20E+07
82,5.8,5.00E+05
114,7.2,8.00E+05
105,7.5,5.00E+06
80,5.6,2.50E+07
78,6.1,3.00E+07
114,6.6,5.00E+07
116,5.5,7.00E+07
88,5.6,3.00E+07
122,7.4,1.70E+07
122,6.2,1.20E+07
123,8.1,3.80E+07
90,6.6,9.00E+07
91,6.2,1.40E+08
93,7.7,9.00E+06
117,6,8.00E+07
109,5.7,3.50E+07
94,6.5,3.00E+07
115,6.7,2.80E+07
115,6.8,8.50E+07
88,6.1,1.00E+06
86,7,750000
124,6,1.30E+08
85,5.8,3800000
98,7.6,6.00E+06
90,6.8,780000
101,6.4,1.10E+08
122,7.5,4500000
96,5.3,9.00E+06
102,8.5,4.00E+06
114,6.1,1.10E+08
108,5.9,3.00E+07
109,7.2,1.00E+06
89,7.5,1.90E+07
97,5.9,4600000
141,6.5,4.50E+07
112,6.1,1.30E+07
92,6.9,5.00E+06
96,7.6,NA
125,7.5,3.50E+07
169,8.6,7.00E+07
96,5.9,2.20E+07
103,7.7,1200000
95,6.6,4.00E+06
121,6.2,1.00E+07
96,5.9,1.00E+07
95,5.8,10800000
92,6,1.10E+07
95,4.9,2.50E+07
142,8.3,2.50E+07
83,5.2,4.50E+07
84,5.5,4.80E+07
89,5.1,4.50E+07
88,3.5,2.00E+07
185,8.9,2.20E+07
121,5.8,6500000
108,5.9,2.00E+07
108,7.1,3.50E+07
86,4.9,8.40E+07
93,4.9,8.00E+07
96,6.7,4.00E+06
112,7.5,6.00E+07
95,7.3,5.00E+05
103,7.2,1.50E+07
120,6.1,2.40E+07
116,5.5,4.00E+07
111,6.2,4.00E+07
81,5.7,1.00E+07
101,7,3.20E+07
127,8.6,3.30E+07
113,6.8,1.90E+07
140,7.3,8.70E+07
111,7.6,3.00E+07
111,6.2,19500000
96,6.6,4.00E+07
123,7.2,3.50E+07
104,7.1,4.00E+06
94,5.4,3.50E+07
88,4.9,1.20E+07
101,6.7,1.00E+07
127,6.7,2.00E+07
117,6.5,2.60E+07
128,7.5,2.00E+07
99,5.8,5.50E+07
136,7.7,16500000
111,5.8,1.10E+07
82,6.9,2.80E+07
119,8,4.00E+07
95,6.7,1.30E+07
99,5.3,2.90E+07
100,6.5,1500000
123,6.8,9.00E+06
123,7.7,5.50E+07
110,7.2,1.50E+07
136,7,7.00E+07
102,5.5,9.50E+07
90,6.6,5.00E+06
146,4.3,1.00E+08
129,6.5,1.90E+07
94,5.1,4.00E+07
100,7.2,1200000
89,7.3,NA
93,5.7,3.90E+07
101,6.4,6800000
103,4.9,4.50E+07
92,6.9,8.00E+06
115,7.4,2.20E+07
99,5.9,4.60E+07
123,7.2,2.50E+07
113,5.5,1455000
106,6.1,5.00E+07
114,5.9,4.00E+07
101,7.3,6500000
100,6.3,NA
114,6.2,5.00E+07
110,6.6,5.50E+07
97,3,1.70E+07
92,3.4,2.00E+06
90,6,7.50E+07
97,3.3,1.00E+06
98,6.7,2.00E+07
99,7.2,6.00E+06
99,8,4.00E+06
95,5.8,1.00E+07
88,6.5,175000
104,6.4,2.00E+07
105,6.4,2.00E+07
96,6.1,3500000
66,6.5,2.00E+05
103,7.4,1600000
117,4.8,2.50E+07
128,7.6,9.00E+07
129,7.5,1.25E+08
96,6.6,2.00E+06
105,7.7,5500000
122,7.2,NA
124,7.2,6.10E+07
99,6.6,3.00E+06
106,6.4,NA
101,6.5,2.00E+06
89,4.9,4.00E+07
92,7.3,NA
108,7,2295429
97,6,9.00E+05
79,6,8.00E+06
131,4.6,4.50E+07
90,7.9,6.00E+07
93,7.2,1.50E+08
93,6.4,1.65E+08
93,6.1,1.60E+08
90,5.2,8.00E+06
138,8.1,8.00E+07
121,7.6,3.00E+07
123,8,9.00E+06
106,7.1,3.00E+07
126,7.5,1.20E+07
106,6.7,7.20E+07
132,6.6,5.00E+07
95,5,2.00E+07
86,5.3,2.00E+06
87,6.7,4400000
89,6.7,1.00E+06
88,5.6,9.00E+06
122,7.8,2.10E+07
133,7.2,2.60E+07
114,6.9,3.00E+07
96,5.3,6.00E+06
147,8.1,4.00E+07
102,6.5,6.50E+07
85,6.7,6.00E+07
103,8.3,2540800
110,6.8,3.00E+06
97,5.2,1.00E+07
104,7.5,NA
91,6.7,2.00E+06
98,5.7,7.00E+07
96,5.7,9.00E+06
106,6.1,7.00E+07
100,6.2,3.50E+07
143,7.8,2.00E+08
97,4.4,1.00E+07
100,7.1,23000
102,5.3,2.00E+06
86,5.3,1.10E+07
100,7.2,1.00E+06
90,5.9,2500000
89,7.3,2.00E+06
147,7.5,4.40E+07
89,5.3,1.00E+07
99,6.8,9.00E+06
148,8,890000
95,6.5,15500000
93,5.9,15500000
84,6.9,NA
120,8,1.50E+07
91,6.6,5.00E+06
96,6.1,2.00E+06
108,6.1,4.00E+07
94,6.7,1.80E+07
121,6.4,3.50E+07
89,7.2,2.00E+06
109,6.7,1.70E+07
98,5.9,6.90E+07
105,5.6,3.30E+07
104,8.3,6.00E+06
112,6.5,1.50E+07
107,6.9,NA
89,4.9,1.30E+07
99,5.1,3.50E+07
127,6.8,3.60E+07
104,6.1,6.00E+06
80,5.3,7.00E+06
132,6.1,1.70E+08
83,7.7,2.00E+06
83,2.2,1.00E+06
100,6.3,2.60E+07
126,7,39200000
115,8.1,1.00E+06
99,6,7.50E+07
90,6.4,1.50E+07
141,6.2,5.00E+06
97,6.4,3.00E+05
120,8.3,2883848
97,6.1,2.30E+07
128,6.7,8.00E+07
112,5.9,3.50E+07
95,4.8,3.00E+06
97,6.3,7.00E+06
103,7.3,5100000
170,5.6,2.20E+07
94,2.2,8.40E+07
86,5.8,6.00E+06
109,7.3,1800000
92,7.7,1.20E+07
93,5.4,1.20E+07
101,5.1,1.60E+07
115,6.9,7500000
99,7.3,4.00E+06
100,6.5,NA
92,4.4,1.60E+07
106,7.1,1.80E+07
84,3.9,1.40E+07
85,6.7,NA
93,7.5,3.20E+07
160,5.5,1.70E+07
124,7.5,3.00E+07
138,6.1,1.20E+07
81,4.5,3.70E+07
130,6.4,6.50E+07
88,6.3,8.00E+07
96,7.1,22700000
100,5.3,3.00E+06
131,6.5,8.00E+07
116,5.7,1.70E+07
98,5.2,4.00E+07
81,6.9,1.00E+06
108,5.8,3.50E+07
148,6.8,2.45E+08
116,7.2,2.50E+07
121,3.7,1.60E+08
135,6.1,1.20E+08
105,5.2,1.00E+06
95,7.6,1696377
134,6,7.50E+07
118,5.2,1.40E+07
93,3.3,2.50E+07
98,6.8,8.00E+06
121,7.3,1.39E+08
135,7.3,2.00E+08
156,6.2,2.58E+08
83,7,8.00E+07
111,6.2,8.00E+06
104,5.8,2.60E+07
96,6.2,7.00E+06
128,8.1,2.00E+07
94,5.3,5.00E+06
106,6.8,2.00E+06
114,7,9.20E+07
81,5.3,1.80E+07
88,5.4,3.50E+07
84,4.1,3.80E+07
100,5.8,13500000
102,7.3,1.30E+07
98,6.5,650000
90,3.6,NA
89,8.1,8.00E+06
118,7.5,NA
105,3.4,NA
127,8,1.50E+08
122,7.5,1.85E+08
116,7.7,1.10E+07
105,6.6,1.70E+07
132,7.8,1.90E+08
119,7.3,2.50E+07
107,5.4,27800000
110,7.2,3.00E+07
111,7.6,4.50E+07
118,6.6,3.50E+07
103,6.4,5.80E+07
116,6.4,6.00E+07
143,6.4,3.50E+07
136,6.5,1.15E+08
142,6.7,1.15E+08
140,7.6,1.13E+08
127,7.7,7.00E+07
97,7.4,NA
129,7.2,1.05E+08
101,6.1,6.00E+07
103,7.4,4.00E+05
100,7.1,NA
127,7.1,NA
75,5.1,9.00E+06
85,5.1,2.50E+07
121,5,1.35E+08
103,6.9,2127519898
97,2.8,1.60E+07
106,6.9,6.50E+07
104,6.5,1.20E+07
98,6.2,2.30E+07
107,6.2,3.00E+07
99,6.5,3.30E+07
124,6.7,5.00E+07
122,7.2,3.00E+07
103,6.4,NA
94,6.4,NA
103,6.2,2.90E+07
101,7.5,5.00E+06
99,7,1.20E+07
86,5.7,NA
99,6.8,1.20E+07
96,5.5,3.50E+07
91,6.5,1500000
109,5.2,1.40E+07
105,5.4,2.20E+07
88,5.9,1.70E+07
129,4.5,13500000
112,6.5,2.50E+07
91,5.7,2.00E+06
167,7.9,2.80E+07
87,5.3,2.00E+07
113,7.6,3.80E+07
112,5.2,1.00E+07
110,5.8,2.50E+07
102,3.8,3.50E+07
96,3.7,1.80E+07
109,6.8,2.00E+07
117,6.9,1.00E+07
117,4.3,4.00E+07
84,5.9,1.33E+08
77,5.4,1.20E+08
118,5.8,5.50E+07
87,5,2500000
113,5.3,1800000
97,7.3,NA
98,6.5,1.70E+07
128,6.1,8.20E+07
123,5.9,1.00E+07
92,6.1,250000
123,6.9,1.75E+08
108,4.9,3.40E+07
142,6.6,2.20E+07
98,7.4,2700000
107,7.3,2.60E+07
91,6.9,8.00E+06
141,6.9,5600000
96,6.8,2500000
112,7.1,5.00E+07
104,4,4.20E+07
100,7.3,65000
100,7.1,1200000
88,1.9,2.00E+07
119,7.6,2.00E+07
80,4,NA
82,4.5,3.50E+07
188,7.3,5.50E+07
116,6.8,5.40E+07
125,4.9,3.90E+07
134,3.6,1.70E+07
169,6.1,2.09E+08
91,4.8,6.50E+07
81,5,1.40E+07
87,6.3,NA
85,6.8,1.00E+08
85,4.7,6.00E+06
89,6.3,8.00E+07
90,5,4.00E+06
96,5.6,2.00E+07
99,5.9,2.70E+07
154,7,2.00E+07
108,6.1,3.80E+07
119,6.7,4.00E+07
97,5.5,5.00E+05
96,4.6,8.00E+06
89,3.6,1.00E+07
85,5,8500000
102,6.8,NA
120,6.1,2.10E+07
96,7.4,2.00E+05
118,6.4,3.70E+07
99,6.5,8.00E+07
108,6.3,16500000
124,7.5,2.10E+07
128,7,5.00E+07
78,6.3,150000
97,6.3,2.30E+07
121,7.4,5.00E+06
118,6.7,3.00E+07
93,7.9,2.50E+07
98,6.3,4.50E+07
115,6,4.80E+07
107,6.2,2.00E+07
120,6.7,3.00E+07
92,6.7,1.30E+07
98,6.1,6.00E+06
110,7.3,4.00E+06
122,6.6,7.30E+07
100,4.9,2.00E+07
100,7.8,2.60E+08
115,7.2,7.00E+08
97,6.3,5.50E+07
104,5.2,2.50E+07
96,5.9,3.00E+06
88,7.2,218
110,8.3,1300000
53,7.7,1.00E+06
117,6.9,1.20E+07
74,5.8,1.00E+07
98,7.2,3.00E+07
142,6.6,7.00E+07
112,7,5.00E+07
125,6.4,6.80E+07
95,3.2,3.00E+06
101,5.9,1.25E+08
88,6,2.50E+07
96,4.8,1.70E+07
112,6.3,1.35E+08
94,5.4,NA
153,8.5,1.02E+08
109,6.4,2.00E+08
126,6.6,1.55E+08
118,6.6,2.00E+08
92,4.8,1.10E+07
110,5.2,3.80E+07
92,7.6,6500000
116,5.6,7.00E+07
94,6.1,8.00E+06
149,6.9,2.60E+07
102,6.6,8.50E+07
127,6.9,2.60E+07
112,5.2,3.80E+07
123,5.9,8.20E+07
171,7.6,69500000
99,6.8,3.80E+07
106,7.1,50200000
100,5.4,2.50E+07
73,5.8,1.70E+07
104,6.3,4.00E+07
108,6.2,6500000
90,5.3,2.50E+07
95,3.8,1.00E+08
92,4.1,7.60E+07
107,7.4,1.35E+08
112,7.2,2.50E+07
139,7.2,3.00E+07
137,6,1.07E+08
153,7,2.30E+08
142,6.7,2.00E+08
105,6.3,2.00E+07
114,6.8,6.20E+07
90,6,1.90E+07
115,7.2,6500000
97,6.3,7.30E+07
84,4.8,2.20E+07
88,5.9,5.00E+07
125,8.3,3.00E+06
134,7.2,5.00E+06
83,4.1,1.70E+07
83,6.6,NA
116,5.7,4.00E+07
100,8,1.50E+07
160,7.5,3.00E+07
109,5.3,3.40E+07
104,6.3,1.30E+07
173,8.1,2.20E+08
170,7.5,1.10E+08
107,6.5,3.00E+06
102,7.3,NA
121,7.3,3716946
112,6.7,1500000
98,5.6,1.00E+07
111,7.3,2.00E+07
87,4.8,4.00E+06
79,6.1,1.00E+06
119,6.6,5.00E+07
80,6.7,210000
90,6.2,8.00E+06
91,6.7,2.10E+07
98,7.2,1500000
75,5.6,3.30E+07
124,7.3,1.00E+07
114,5.8,3.50E+07
120,6.7,9.00E+06
123,6.7,1.70E+07
118,6.7,2.60E+07
172,8.1,2100000
98,6.1,3500000
117,6.8,1.40E+08
88,4.9,5.00E+07
91,6.1,1.30E+07
117,8.2,1.50E+07
151,8.3,245000
130,7.8,2.80E+07
114,5.6,NA
86,6.3,4.00E+06
89,5.6,3.50E+07
100,6.2,4.10E+07
120,5.4,1.00E+07
121,5.6,5.00E+07
98,5.9,2.00E+07
118,7.4,2700000
81,6.4,60000
129,7.7,2.90E+07
90,6.5,1.00E+07
83,6.5,NA
97,6.3,12500000
104,5.7,4500000
148,7.9,2.70E+07
129,6.1,2.50E+07
118,6.7,4.80E+07
118,6.9,8.00E+07
95,7.3,5.00E+07
120,3.3,2.00E+06
131,7.6,1.90E+07
102,7.9,7.00E+06
138,6.3,8.00E+06
89,5.8,2.90E+07
99,5.3,2.90E+07
132,7,2.50E+07
110,5.5,4.00E+07
119,7.9,6.00E+07
135,6.7,1.25E+08
108,7.8,7.50E+07
115,8.1,1.10E+08
115,5.6,1.60E+07
96,6.8,6.00E+07
97,6,1.00E+07
91,4.6,4.00E+06
125,7,1.20E+07
70,4.1,62000
101,6.4,9.00E+05
90,7.3,2300000
106,5.8,5.20E+07
120,5.1,2.40E+07
161,8.2,3.00E+06
135,7.5,3.50E+07
100,6.3,379000
94,7,1.00E+06
106,6.3,6.00E+06
114,6.9,2.00E+07
118,5.9,8.80E+07
98,6.6,25000
93,5.3,1.00E+07
93,5,1.00E+07
97,7.4,4.50E+07
103,6.9,2.00E+05
84,6.4,NA
120,7.7,1.30E+07
95,7,3.00E+07
96,6,4.70E+07
94,6.7,1.30E+07
47,7.3,50000
108,5.8,NA
85,6.2,9.50E+07
99,3.9,250000
82,3.8,1.09E+08
93,5.1,3.00E+07
105,6,NA
109,6.3,3.30E+07
118,6.4,5.20E+07
100,7.1,1200000
100,5.8,NA
150,6.6,2.25E+08
150,6.9,1.80E+08
113,6.3,1.55E+08
134,6.7,1.05E+08
108,7,6800000
90,7.5,10000
117,6.4,8300000
115,6.5,2.00E+07
98,5.3,1.50E+07
119,6.7,4.50E+07
93,4.9,2.00E+07
82,6.1,1.00E+07
119,7,13800000
154,7.8,1.50E+07
112,7.5,2.00E+07
134,7.8,4.00E+07
122,7,2.50E+07
129,7.5,1.50E+07
126,7,2.00E+07
113,7.9,1600000
97,3.6,NA
101,7,3200000
135,5.4,6.00E+07
110,6,3.00E+07
92,6.2,2500000
123,6.5,5.80E+07
138,5.3,2.50E+07
131,7.7,3.50E+07
88,4,3.50E+07
97,5.3,2.00E+07
101,6.2,1.50E+07
101,6.5,2.00E+07
88,5.6,2.30E+07
90,5.4,1.30E+07
98,7.3,1.35E+08
98,7.6,2.30E+07
100,6,11500000
112,7.3,2300000
111,7.4,1.00E+06
166,7.8,1.50E+08
89,4.5,2.00E+06
103,6.8,2.60E+07
85,7.5,3.00E+07
174,6.6,1.25E+08
98,7.6,1.00E+07
104,7.1,1.20E+07
80,6.1,5.00E+05
152,9,1.85E+08
164,8.5,2.50E+08
89,4.9,3.00E+07
124,6.4,1.25E+08
104,5.5,8.00E+07
93,6.7,NA
103,7.2,1.00E+07
97,5.9,2.20E+07
113,6.9,2.00E+07
106,6.3,4.00E+07
183,8.2,1.50E+07
151,8.5,9.00E+07
115,7.3,2.00E+07
100,7.2,3500000
136,7.5,5.70E+07
109,7.1,1.50E+07
111,6.1,8.60E+07
109,6.9,7.00E+06
90,3.8,1.00E+07
83,4.2,1.00E+06
109,6.8,3.50E+07
102,6.9,2.00E+06
99,6.4,6.50E+07
111,5.3,7.00E+07
83,6.7,NA
122,5.8,3.00E+06
101,4.8,2.00E+06
140,7.2,3.80E+07
110,6.9,13500000
101,6.5,8500000
107,5.1,5.00E+07
116,6.9,6500000
86,6.2,NA
117,6.9,NA
139,6.6,5.00E+06
124,8.2,5.00E+06
109,6.9,12500000
78,7.3,1.00E+08
102,7.2,2.30E+07
162,7.4,2.70E+07
132,7.2,5.50E+07
96,7.6,375000
122,6.7,2.00E+07
132,8,8.00E+06
113,6.5,8.00E+07
103,6.7,9.20E+07
131,6.1,9.00E+07
79,6.3,NA
130,7.3,4.00E+07
108,5.9,7.00E+06
92,5.4,1.20E+07
101,4.7,NA
104,6.4,1.50E+07
172,6.7,1.90E+07
125,6.7,6.00E+07
103,6.3,1.70E+07
116,5.8,5.50E+07
106,6.7,3.80E+07
104,6,8.50E+07
133,7.8,1.20E+07
126,7.7,9.30E+07
128,6.2,2.80E+07
116,7.9,2.50E+07
82,5.2,4.00E+07
117,6.8,NA
154,6.8,4.20E+07
103,6.2,2.60E+07
137,7.6,2.40E+07
131,6.2,3.00E+07
91,4.8,4.50E+07
90,3.6,6.00E+07
89,6.8,1.00E+06
104,6.6,5.50E+07
93,4.8,1.00E+07
90,5.3,5.00E+06
96,7.3,3.50E+07
125,6.5,3.50E+07
107,7.2,NA
98,5.9,1.00E+07
82,5.6,60000
104,7.8,1800000
105,7.3,4.00E+06
95,4.4,250000
105,6.4,27220000
130,7.8,4.40E+07
91,7.2,3500000
99,6.6,12500000
81,4.2,1.00E+05
111,6,2.50E+07
129,7.8,5.00E+07
101,6.2,2.00E+07
110,6.2,2.20E+07
101,7.6,NA
116,6.3,9.50E+07
110,6.8,5.50E+07
128,7.2,4.50E+07
108,7.1,5.00E+06
110,6.8,2.50E+07
105,6,NA
158,7.8,9.00E+07
97,6.5,2.50E+07
106,5.8,3.00E+07
91,5.3,4.50E+07
175,9.2,6.00E+06
220,9,1.30E+07
170,7.6,5.40E+07
94,5.9,2.50E+07
113,6.1,1.80E+08
93,6.8,NA
105,6.1,3.20E+07
93,6.5,5.00E+06
90,5.9,8.00E+06
99,6.9,3800000
93,5.9,1.50E+07
109,6.6,2.50E+07
89,5.8,NA
99,8.1,2.50E+07
126,7.6,1.50E+07
172,8.3,4.00E+06
143,7.3,1.05E+08
132,6.7,8.00E+07
110,7,6.00E+06
96,6.7,6.00E+06
120,7.5,NA
90,6.6,1500000
152,6.7,4.00E+06
225,6.6,2.00E+07
119,5.8,1.20E+08
100,5.4,6.00E+06
189,8.5,6.00E+07
117,6.8,2.50E+07
98,5.9,1.00E+07
137,5,2.00E+07
96,7.3,6.00E+06
95,5.8,4.00E+07
115,5.8,4.00E+07
94,5.4,1.10E+07
88,7.3,850000
108,7.8,3.50E+07
102,6.5,8.00E+07
91,5,4.80E+07
187,7.9,4.40E+07
88,4.9,9.00E+07
113,4.9,8.00E+07
101,5.3,9.00E+06
82,3.8,5.00E+06
96,6.7,7.00E+06
123,6.6,4.30E+07
87,6.2,1.00E+06
146,8.1,2.50E+07
108,6.4,1.50E+07
89,5.1,1.50E+07
109,6.9,2.00E+06
90,5.4,6.00E+06
109,6.8,5.00E+07
116,6.7,2.50E+07
182,7.9,1.80E+08
164,7.5,2.50E+08
186,7.9,2.25E+08
92,5.7,1.20E+07
138,6.9,8.50E+07
122,6.6,1.60E+07
93,7.4,160000
170,6.5,6.00E+07
110,7,12215500000
109,6,7500000
114,7.6,2.50E+07
97,5.5,2.50E+07
135,7.1,1.00E+07
95,6.4,9.00E+05
91,6.6,1.00E+06
111,7.3,3.00E+07
91,6.9,1.00E+08
122,7.3,2.20E+07
142,7.3,7.80E+07
146,7.6,1.30E+08
123,6.7,1.25E+08
137,6.6,1.60E+08
135,7.6,3.00E+07
94,6,5.50E+07
101,6.9,2.50E+07
120,6.1,1.15E+08
146,7.6,3.80E+07
131,7.6,1.50E+07
134,8,2.00E+06
90,6.1,8800000
91,5.7,9.00E+06
112,7.5,1.80E+07
106,6.9,1.00E+07
101,7.1,12500000
110,7.6,1.60E+07
81,7.4,50000
123,6.8,4.00E+07
114,8.1,1.40E+07
120,6.6,1.60E+07
97,6.9,1.50E+07
105,4.6,1.50E+07
100,5.9,3.00E+07
135,6.8,1.50E+08
115,8,9.20E+07
96,5.9,4.50E+07
127,7.3,2.50E+07
108,6.5,2.10E+07
98,5.1,1.80E+07
110,6.5,NA
101,5.5,750000
157,7.9,6.80E+07
121,7.2,3.50E+07
118,6.5,5.00E+07
125,6.3,5.80E+07
128,6.4,8.00E+07
112,6.6,4.40E+07
99,5.9,8.00E+07
100,6.4,18500000
90,8,7.00E+07
105,6.4,1.30E+07
136,6.9,1.26E+08
99,4.4,4.00E+07
111,7,6.00E+07
124,6.3,6.00E+07
94,7.1,2.90E+07
82,4.6,NA
96,5.4,1500000
96,6.5,5.00E+06
141,7.4,5.00E+07
106,7.8,1.75E+08
72,5.4,2.00E+07
118,5.6,4.40E+07
126,7.2,8.00E+06
83,6.5,650000
104,6.1,6.00E+07
106,7.1,3500000
109,6.1,1.30E+07
118,8,1.50E+07
110,7.1,7.00E+07
128,7.6,2.00E+07
84,5.1,1.10E+07
92,7.7,2300000
104,6.2,3.50E+07
99,6.8,4.00E+07
69,7.3,12500000
111,6.3,NA
103,4.2,1.50E+08
98,6.9,NA
131,6.9,6.00E+07
98,5.5,7.00E+06
109,6.9,1.00E+07
219,7.8,2.30E+07
87,5.6,1800000
93,4,5.00E+06
94,5.9,NA
100,3.6,13400000
114,6.6,1.50E+07
121,7.7,6.00E+06
102,5.4,3.50E+07
117,7.8,4.00E+07
154,7.7,1.40E+08
93,5.7,NA
107,5.8,2.00E+07
107,6.4,4.50E+07
112,7,1.30E+07
164,7.6,7.00E+06
92,5.8,4.00E+06
117,8.2,NA
106,6,9.00E+07
140,5.4,1.00E+07
83,5.2,3300000
110,5.8,7.80E+07
126,6.7,6.00E+07
108,4.4,2.00E+06
